"oz1","oz2","oz3","oz4","oz5","oz6"
-7.5287058e-001,4.3056571e-003,6.8483458e-001,6.2976513e-001,-2.9956095e-001,6.1969240e-001
-9.7499655e-001,-1.4821027e+000,-1.2247243e+000,1.5071286e+000,-7.0537015e-001,8.8372087e-001
-4.5523714e-001,-5.4572750e-001,4.5961159e-001,5.7441964e-001,-4.7895084e-002,9.7729887e-001
3.2788347e-001,6.8864594e-001,-2.6292950e-001,-6.1942947e-001,-1.9680612e-001,-1.6118115e+000
-1.4577103e-001,-4.4793105e-001,-1.2602689e+000,-7.9026771e-001,-1.0128655e+000,9.4440068e-001
1.7736518e-001,-1.3908251e-001,4.0849239e-001,7.0696450e-001,1.5412853e-001,6.4236085e-001
-1.4719354e+000,-1.7687310e+000,-1.5706871e+000,1.1471097e+000,-1.0773278e+000,3.5979991e-001
-1.8069409e-001,-9.4315749e-001,-4.0065896e-002,1.7162972e+000,-4.4160349e-002,1.6290767e+000
-7.9841300e-001,-1.3863117e+000,-7.4789316e-001,1.1469015e+000,-7.5852433e-001,6.0152232e-001
2.5546530e-001,4.5337280e-001,-2.1095781e-001,-1.6054796e+000,-5.4346152e-001,-1.6847422e+000
-8.9371280e-001,-5.0384367e-001,-5.1822295e-001,-1.3516771e+000,-4.9551815e-001,4.5272183e-001
-1.0657976e+000,-9.1647046e-001,2.7699406e-001,6.4541021e-001,-6.6045050e-001,8.0657904e-002
-1.0004813e+000,-4.4057786e-001,-1.2063925e+000,-7.1098633e-001,-1.0381441e+000,7.0421302e-001
-8.1547460e-001,-7.3755189e-001,-8.6838872e-001,-1.6261216e+000,-5.2450575e-001,4.0129024e-001
4.0599171e-001,1.2932588e-001,-1.0405443e+000,-1.4288453e+000,-7.6249479e-001,-1.1138097e+000
1.1671711e+000,1.3356137e+000,1.3956324e+000,5.8855750e-001,1.4663295e+000,1.6463067e-001
-9.6048629e-001,-7.6113059e-001,3.7574915e-001,1.4313130e+000,-5.4409076e-001,1.1202905e+000
6.1121843e-001,1.0426087e+000,5.7448572e-001,7.9611709e-002,3.0981085e-001,-1.8772607e+000
1.6936668e+000,1.4921086e+000,-5.6607762e-001,-1.2288333e+000,-3.2047295e-001,3.9384569e-001
-9.7633764e-002,-3.4339429e-001,3.2567357e-001,8.5525360e-002,-7.7683427e-003,4.4864221e-001
-1.4075248e+000,-1.8559145e+000,-1.1767583e+000,-7.7639724e-002,-7.9778522e-001,-4.6692668e-001
-8.4646423e-001,-1.3520064e+000,-1.3860985e+000,-9.9952520e-001,-9.2132021e-001,5.6217389e-002
-4.5336194e-001,-9.2177241e-001,-1.8142892e-002,1.3831908e+000,-3.8895007e-001,9.1438458e-001
-1.0663293e+000,-5.9630736e-001,-1.3057640e+000,-1.7865431e+000,-6.0054983e-001,4.6611645e-001
8.6022789e-001,4.5977495e-001,-5.0419894e-001,1.0575382e-001,-9.4686626e-002,-1.5132756e+000
1.7324252e+000,1.4834894e+000,-2.5049089e-001,-6.4147386e-001,1.9878175e-001,9.4008325e-001
-5.5761703e-001,-8.7685059e-001,-1.4347826e-001,2.8719444e-001,-1.9193572e-001,8.7725686e-001
-3.0704281e-001,-1.8483776e-002,-3.0399480e-001,5.3751996e-001,-3.8226147e-001,6.8427064e-001
-1.4278588e-001,-7.1654741e-001,5.1624997e-001,1.6278907e+000,2.1139937e-001,1.5034895e+000
-5.8948147e-001,-7.0999784e-001,-1.0707532e+000,-1.7753453e+000,-1.5303790e+000,1.3024121e-001
1.2175032e+000,1.5391839e+000,1.4149274e+000,6.9610711e-001,1.6312611e+000,7.9619874e-001
-8.1114869e-001,-1.5158443e+000,-3.8956731e-001,-1.1554761e-001,-3.8309259e-001,-2.5082498e-001
1.4008778e+000,9.3969825e-001,1.9046782e+000,7.4423463e-001,2.4650941e+000,-6.7956040e-002
-1.3842101e+000,-1.1002923e+000,-5.9756730e-001,-4.4007022e-001,-8.1828932e-001,-9.7040878e-002
1.4342417e+000,1.0513794e+000,-9.8476366e-001,-8.1948320e-001,-8.4691492e-001,-8.9784390e-001
-2.0335513e+000,-1.5693583e+000,-4.8829460e-001,2.7736871e-001,-9.4140141e-001,-3.8061752e-001
-1.1373363e+000,-1.4363367e+000,-9.1917463e-001,2.3893472e-001,-7.7951092e-001,1.5662051e-001
-1.2103286e+000,-1.3836277e+000,-6.9068996e-001,-3.1565137e-001,-6.9639955e-001,-2.2269888e-001
3.7022356e-002,6.4475683e-001,-2.8935435e-001,-1.4355057e+000,-2.7664393e-001,-1.5453342e+000
-1.2620623e+000,-6.1832487e-001,-6.2189682e-001,-9.1021628e-001,-1.0147230e+000,-8.5439682e-002
2.5905075e-001,7.1311757e-001,1.6259349e+000,6.1980770e-001,1.1721367e+000,-1.0853619e+000
-6.7337070e-001,3.7102753e-002,6.1042560e-001,1.0398616e+000,-2.1588000e-001,1.0802985e+000
-2.0993183e+000,-1.5939311e+000,-1.9160767e-001,-6.3945395e-002,-7.3698815e-001,-6.3505740e-001
1.1548047e+000,1.5305381e+000,2.5875961e+000,1.1795793e+000,2.7322511e+000,1.5683909e+000
1.3239088e+000,1.6877078e+000,1.9348997e+000,8.0496366e-001,2.1452638e+000,1.7161500e+000
1.7670822e+000,1.0763472e+000,-1.4037092e-003,-1.0271095e+000,2.5961373e-001,-3.4659116e-001
1.1427751e+000,1.3882354e+000,1.0108975e-001,-5.8117091e-001,5.6908377e-001,-4.0600106e-001
-1.0844210e+000,-1.5291879e+000,-1.4869843e+000,-1.5845079e+000,-1.3073942e+000,-6.7033821e-001
1.0603874e+000,1.1405660e+000,1.5365317e-001,-9.3679852e-001,3.8038701e-001,-1.6568435e+000
1.9114377e+000,1.3305283e+000,1.0017131e+000,-2.6540413e-001,1.3199115e+000,1.0614582e+000
4.2406264e-002,5.5194892e-001,-7.6200579e-001,-1.6285497e+000,-8.3325612e-001,-1.4355975e+000
1.2462490e+000,1.6907832e+000,3.9268333e-001,9.3055313e-002,4.0357949e-001,4.3643343e-001
-1.3690758e-001,-3.6432164e-001,-1.4615393e+000,-4.1350880e-001,-9.3009720e-001,1.2358692e+000
-9.0651856e-001,-6.3446324e-001,-7.1372424e-001,-6.8295741e-001,-1.0512337e+000,2.5016525e-001
-8.0833226e-001,-2.3147079e-001,6.7023779e-001,6.2088271e-001,1.1536468e-001,1.0220662e+000
-3.0118420e-001,-4.3000282e-001,-3.6908813e-001,2.4532891e-001,-2.9871333e-001,8.8000562e-001
5.2872748e-001,-9.8530076e-002,2.5814788e-001,1.1513379e+000,4.3884475e-001,4.7457386e-001
-3.3137189e-001,2.3822376e-001,-1.1153696e+000,-1.1646060e-001,-7.5952615e-001,5.4501258e-001
-1.7640455e-001,-8.9443661e-001,3.4915676e-001,1.7660403e+000,-5.1024463e-002,1.4360328e+000
5.1639641e-001,6.7016297e-001,7.9183178e-001,4.4250212e-001,8.1149021e-001,-1.5590960e+000
1.4844467e-001,6.3738851e-001,-1.0603917e+000,-1.8522732e+000,-1.1178192e+000,-1.9840565e+000
1.5226562e+000,8.6607350e-001,1.2351365e+000,3.6178199e-001,1.6886246e+000,-5.1187091e-001
7.1597136e-001,3.5629223e-001,1.0535983e+000,4.5039787e-001,1.2600706e+000,-1.2608456e+000
9.8864583e-002,8.3392830e-001,-1.1925716e+000,-1.8133282e+000,-9.5334916e-001,-1.6960717e+000
-1.2248065e+000,-1.6800729e+000,-8.7196760e-001,-1.1321829e+000,-7.3421711e-001,-4.7096167e-001
8.7471110e-002,-3.4298387e-001,-1.0434973e+000,-1.1237202e+000,-9.0358469e-001,4.8001873e-001
-6.8560944e-001,-1.1593574e+000,-8.6192593e-001,-1.5686826e+000,-6.8879708e-001,-2.4840763e-003
1.5935722e+000,1.0152040e+000,3.3830799e-001,8.4183454e-001,6.3676952e-001,-9.0665308e-003
2.0407921e-001,1.2586986e-001,9.2942439e-002,1.5968061e-001,-1.3259509e-001,-2.5297356e-001
1.1467222e+000,1.0340319e+000,-1.0549083e+000,-1.5989676e+000,-6.5309449e-001,-1.6311626e+000
1.2070675e+000,1.5412078e+000,1.8615419e-002,-1.3073511e+000,5.3732508e-001,-3.6043203e-001
6.0778498e-001,1.1358706e+000,1.4464653e+000,2.1367046e-001,1.1541887e+000,-1.5025413e+000
-5.1457629e-001,-1.5541555e+000,-1.3351976e+000,4.0605338e-001,-8.1371202e-001,2.0545000e-001
-1.0607015e+000,-4.9873782e-001,-5.0178896e-001,7.0476151e-001,-7.8758254e-001,6.9386076e-001
-9.6541984e-001,-7.5726266e-001,-8.2276476e-001,-1.4891215e-001,-8.6101702e-001,5.6468953e-001
1.0222378e+000,8.6936373e-001,8.3103934e-001,8.0280186e-001,1.0964526e+000,-1.3677813e+000
-3.8042006e-001,-1.0749900e+000,6.7647138e-002,1.1288255e+000,-4.2559433e-001,8.9271326e-001
7.9905543e-001,6.7803879e-001,-7.4311236e-001,-1.4854892e+000,-6.4994809e-001,-2.2150705e+000
-1.1903432e+000,-8.7868577e-001,-1.8957241e-001,-2.7074829e-001,-8.8311377e-001,1.4674080e-002
-8.4786106e-001,-3.8803801e-001,5.2923690e-001,-2.3572501e-001,-8.9870908e-002,4.1910619e-001
-1.9234607e+000,-1.0112740e+000,-4.6609898e-001,6.5113535e-001,-9.7386182e-001,4.0663781e-002
-3.9143246e-001,-8.8667178e-001,4.6738721e-001,1.4625753e+000,-5.2345197e-002,9.6564390e-001
-1.1195110e+000,-9.3050708e-001,-1.6504869e+000,-3.7577195e-001,-1.2076013e+000,6.5086694e-001
3.4775132e-001,-1.8542926e-001,2.1319921e-001,4.7800973e-001,4.3030287e-001,6.5337762e-001
-1.2347502e+000,-1.2333330e+000,-1.2760873e+000,-2.5333227e-001,-1.2989784e+000,-1.9017087e-002
4.6735923e-001,5.1450746e-001,1.1825922e+000,1.6656835e+000,1.0205653e+000,-2.6058019e-001
1.6921217e+000,1.3749618e+000,3.1721712e+000,1.0561176e+000,4.1292344e+000,2.9239601e+000
1.5244615e+000,1.0946987e+000,1.0999679e+000,2.4778509e-001,1.1109865e+000,6.7083305e-002
-1.5880295e+000,-1.2982089e+000,-3.5557904e-001,1.4856944e+000,-8.8327549e-001,1.8846934e-001
-1.4161735e+000,-1.3617273e+000,-9.1085182e-001,7.8990019e-001,-7.2908384e-001,4.5080555e-001
4.9558103e-001,1.2850807e+000,-4.4267895e-001,-9.0595100e-001,-3.8500716e-001,-2.3188839e+000
-6.1191990e-001,-1.1797670e+000,-9.1522057e-001,-1.2403222e+000,-7.0174189e-001,-1.7596710e-002
6.4069049e-001,1.1926994e+000,-6.3018089e-001,-8.6582743e-001,-2.8667840e-001,-1.7854800e+000
1.5181825e-001,-9.7370542e-002,-1.7466662e-001,-1.8199346e-001,-2.8262041e-001,1.2134466e-001
7.5986762e-001,8.3631680e-001,6.2516194e-001,-1.8049921e-001,9.0522104e-001,-1.6690259e+000
-2.9720872e-002,1.9096846e-001,2.4448257e-001,7.7763937e-001,1.2506996e-003,2.0068975e-001
-4.2752083e-001,-8.3883923e-001,-1.6829519e+000,-3.8926988e-001,-1.0371173e+000,9.5645259e-001
-1.5564751e+000,-1.2976989e+000,-1.3991522e+000,-2.0882029e-001,-1.1371701e+000,9.7554929e-002
-7.0087559e-001,-4.4656890e-001,-9.9062424e-001,-9.5232610e-001,-1.0385701e+000,4.5191779e-001
5.9470767e-001,1.4188439e+000,1.9282712e+000,1.6631630e+000,1.7018570e+000,-5.4432798e-002
6.7808278e-001,1.3295371e+000,-8.5194451e-002,-4.9635000e-001,-6.1678005e-002,-1.6789029e+000
1.1543743e+000,1.2648324e+000,-4.3268490e-001,-1.5563174e+000,-3.1622026e-001,-1.3234593e+000
-1.0285740e+000,-9.5427539e-001,-1.8472054e+000,4.6120257e-001,-1.1390984e+000,1.1882757e+000
-7.7130740e-001,-1.4677231e+000,-7.4028745e-001,-2.3998724e-001,-7.2660773e-001,-8.1203762e-002
-1.1860996e+000,-1.4654060e+000,-1.3792160e+000,-1.7636359e-001,-1.1200359e+000,2.6681742e-001
5.7857053e-001,9.6087170e-002,1.2041543e+000,9.0726852e-001,1.0953570e+000,4.1696381e-002
-1.9632515e-001,-9.0656577e-002,-1.2724442e+000,-1.7116997e+000,-1.1232019e+000,8.2480521e-002
3.8210831e-001,7.0089568e-001,6.8224534e-002,-2.9171363e-001,1.3199847e-001,-1.5089635e+000
1.0546166e+000,4.7973543e-001,5.4384430e-001,8.9630582e-002,7.7913252e-001,-1.3700926e+000
1.5662472e+000,1.1064478e+000,-1.1395893e+000,-1.8302255e+000,-8.7660847e-001,-4.3702646e-001
1.0380453e+000,1.6546466e+000,-1.6985991e-001,-3.9351590e-001,-2.5821955e-001,-5.6323745e-002
1.3137503e+000,8.7939829e-001,1.3934888e-001,-5.7644043e-001,4.6091242e-001,-1.3641390e+000
1.9914700e-001,8.4510601e-002,5.0295367e-001,8.2900348e-001,5.9274566e-001,3.0826372e-001
5.0683172e-001,2.9957853e-001,-7.8534806e-001,-1.1607901e+000,-4.9596438e-001,-1.4374125e+000
-5.6526866e-002,-1.0480618e-001,-9.5987008e-001,-4.7129746e-001,-7.1698167e-001,5.1294323e-001
1.2009126e+000,8.2814643e-001,1.1741753e+000,8.8314098e-002,1.5465529e+000,-1.1058611e+000
1.5331507e+000,7.4460440e-001,1.6365412e+000,1.3447398e+000,1.7774948e+000,-5.1919623e-001
7.3821429e-002,3.2554124e-001,5.8614255e-001,4.8219228e-001,5.3263932e-001,2.0206928e-001
-5.8095904e-001,-1.0139723e+000,-2.6339322e-001,1.3817798e+000,-5.0182027e-001,1.0332713e+000
1.3831708e+000,1.5307138e+000,2.0299765e+000,8.2840331e-001,2.3035622e+000,1.9194420e+000
7.0524565e-001,4.3040167e-001,-3.7007736e-001,-9.3780127e-002,-3.1476608e-001,-1.2944694e+000
-1.8495724e+000,-1.2599472e+000,-1.0153946e+000,1.2071562e+000,-6.9014077e-001,4.7472435e-001
-1.6467941e+000,-1.0264028e+000,-8.4658953e-002,-3.6177824e-002,-7.6795023e-001,-3.1385433e-001
-9.9745951e-001,-1.0437857e-001,6.4048511e-001,9.7322465e-001,1.1284011e-001,8.6754071e-001
7.9769720e-001,1.8682801e-001,2.0011289e-001,-4.7584411e-002,7.2366721e-002,-1.3713135e+000
1.6428826e-002,-8.2232322e-001,-3.5098093e-001,-1.6394730e+000,-2.3749003e-001,1.4801274e-001
3.8200001e-001,-2.1462933e-001,4.4589404e-002,7.8070931e-001,-6.3897098e-002,3.9522569e-001
-1.2752874e+000,-1.2091834e+000,-3.6654768e-001,-5.3914056e-001,-1.0136969e+000,-3.2313259e-001
-6.2160188e-001,-3.6652901e-001,1.9042854e-001,2.6727093e-001,-1.8627549e-001,8.9711850e-001
1.2538051e+000,5.4759222e-001,1.8778223e+000,1.6857399e+000,2.3559414e+000,-2.1119064e-001
-1.1645564e+000,-1.4249164e+000,-4.1401552e-001,-1.6846794e-001,-5.6041139e-001,-1.4904202e-001
3.2456765e-001,7.8394860e-001,1.0698671e+000,3.8581927e-001,6.1574395e-001,-1.8039980e+000
-1.1161402e-001,2.5367663e-001,3.7946826e-001,-1.6160892e-001,-2.2738875e-001,-1.7358569e-001
9.9350806e-001,9.6556947e-001,9.9305380e-001,-1.4392885e-001,1.0525924e+000,-1.5928913e+000
-3.4281236e-001,1.6649011e-001,1.2579459e+000,1.2083007e+000,3.5177589e-001,7.2806704e-001
5.8697427e-001,1.0130668e+000,-1.1384017e-001,-1.0132289e+000,-2.6568661e-001,-2.5577126e+000
2.2841236e-001,2.4797112e-001,8.8978780e-002,-6.6040249e-001,-1.7417816e-001,-7.3159166e-001
4.7848352e-001,1.2630037e+000,2.4704466e+000,1.7442884e+000,1.9576365e+000,-5.4973433e-002
-6.3472272e-001,1.0393348e-001,-2.9670086e-001,-2.0178124e-001,-8.4065815e-001,7.8434375e-001
-3.1046423e-001,-7.9268682e-001,-8.3158471e-001,-5.7129167e-001,-1.0888814e+000,1.1325104e-001
1.2021250e-001,2.0092894e-001,7.8265433e-001,8.4009712e-001,6.2735715e-001,3.6420845e-002
3.1671860e-002,-5.2830453e-001,-3.3054645e-001,-2.8864207e-001,-2.1949407e-001,1.1221622e+000
-1.6481785e+000,-1.1013290e+000,-4.2819104e-001,3.0445691e-001,-8.5192422e-001,1.3137460e-001
1.7549666e+000,1.6891989e+000,2.0606245e+000,1.1310297e+000,2.5207485e+000,1.8727813e+000
1.6317654e+000,1.3053176e+000,1.6410380e+000,6.7868926e-001,2.2812955e+000,1.2978661e+000
3.1643036e-001,3.3170588e-001,8.1380014e-001,1.8770918e-001,8.3378509e-001,-5.3203800e-001
8.4654572e-001,1.3722581e+000,-6.1430451e-001,-1.4708492e+000,-6.9884305e-001,-1.5587427e+000
-1.1733014e+000,-1.8407972e+000,-1.1206621e+000,1.3211761e+000,-8.1692524e-001,6.4143986e-002
1.6317115e-001,-2.4065305e-001,1.1694097e+000,1.6844670e+000,6.3739909e-001,1.1411010e+000
-5.3838485e-001,-8.9084782e-001,-8.1363705e-001,-3.1903503e-001,-6.2955254e-001,6.7985161e-001
-2.8465377e-002,-2.4067228e-001,-4.8952887e-001,-2.4666227e-001,-4.1577621e-001,4.6737376e-001
6.7561790e-001,1.1260707e-001,-1.0382167e+000,-1.6121738e+000,-1.1217456e+000,-1.4871435e+000
-1.1372574e+000,-1.7096195e+000,-1.3211992e+000,-1.3305950e-001,-9.7171128e-001,5.7904635e-002
-2.4165870e-001,6.6486311e-002,9.8760749e-001,8.8732141e-001,1.9383541e-001,6.3737999e-001
2.4797853e-001,1.8699208e-001,-2.8376515e-001,-3.5344095e-001,-3.8618602e-001,-8.9658341e-001
-4.4631564e-001,-3.3471753e-001,-8.9197361e-001,-1.5523626e+000,-6.6059496e-001,4.9707208e-001
-6.9872660e-001,-4.0291797e-001,-9.6263472e-001,-1.2254306e+000,-6.2433811e-001,7.1105960e-001
-1.1675673e+000,-3.5784019e-001,-3.7985868e-001,-2.5329783e-001,-9.5213047e-001,7.7214166e-001
-6.5914196e-001,-8.4815256e-001,-8.3490108e-001,-8.1312415e-001,-8.2931333e-001,4.9706025e-001
-1.4383869e+000,-1.3825302e+000,-1.9108429e+000,-1.5908123e-001,-1.3583359e+000,5.0507283e-001
4.0063438e-001,9.3711747e-001,1.2482267e+000,-5.7985144e-001,9.6610823e-001,-1.9377510e+000
3.7951600e-001,7.0886111e-002,-7.8626983e-001,-4.6584954e-001,-4.8316517e-001,-1.0072708e-001
8.7523856e-001,9.8368668e-002,-4.2249705e-001,-1.0632066e+000,-2.0512604e-002,-1.2764573e+000
-3.0090239e-001,-1.0717139e+000,-7.3572803e-001,3.8507324e-001,-7.3060065e-001,9.2074332e-001
1.0150995e+000,4.8606421e-001,9.7618826e-001,8.7576656e-001,8.4093586e-001,-1.4914410e+000
-1.8283736e+000,-1.4498849e+000,-7.3155619e-001,-4.4095207e-001,-7.2826632e-001,-4.6753280e-001
1.2176701e+000,1.3686810e+000,2.9111172e+000,1.6954511e+000,3.0791876e+000,1.9024285e+000
1.1130921e+000,8.6751369e-001,1.4600981e+000,8.8670235e-001,1.5394311e+000,-9.2750671e-001
-1.8961770e+000,-1.6584859e+000,-6.0140857e-001,1.2499629e+000,-7.9965019e-001,2.1361923e-001
-2.2383106e-001,-7.7997295e-001,-5.0400761e-001,9.9604376e-001,-4.0929781e-001,1.2903174e+000
2.0425180e+000,1.2648336e+000,2.3037717e+000,1.6222751e+000,3.4639251e+000,2.6972192e+000
-3.7822565e-001,-6.1297544e-001,-1.4973083e-001,7.4523710e-001,-3.0189654e-001,1.4849327e+000
-1.6670189e+000,-1.5853513e+000,-1.1811040e+000,1.7734071e+000,-9.6994960e-001,6.0917692e-001
1.0823390e+000,1.6049765e+000,6.8389958e-001,-2.9670487e-001,9.2346211e-001,2.0104712e-001
1.6047636e+000,1.3442955e+000,1.2483720e-001,-7.1374252e-001,3.5036795e-001,2.7984519e-001
3.4095433e-001,7.6309630e-001,8.4476565e-002,9.0723596e-003,2.6856274e-001,-1.6534002e+000
-7.2461529e-001,-1.2907358e+000,-1.3215507e+000,-1.1549042e+000,-5.7913396e-001,2.4936168e-001
-2.9884814e-001,1.0817891e-001,-8.2035499e-001,-1.7395789e+000,-9.4913675e-001,-1.8094414e-001
1.3149534e+000,1.4150369e+000,1.0323477e+000,4.8944394e-001,1.1623613e+000,8.3772302e-001
2.2599175e-001,1.1129314e+000,3.1835596e-001,-1.0855466e+000,3.8570373e-001,-2.1805123e+000
-4.4877716e-001,-1.1090636e+000,-2.3570029e-001,-3.2964019e-001,-3.5346259e-001,4.6886415e-001
-1.2710769e-004,-6.0860792e-001,-8.6635982e-001,-1.0920620e+000,-8.8830954e-001,5.5582772e-001
