"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26"
-3.4198723e-001,-7.2299887e-001,-6.8699478e-001,-3.9427680e-001,-9.3056373e-001,4.8777694e-001,1.3872288e+000,-1.2068324e+000,5.7112137e-001,-2.5514600e-001,-1.1385775e-001,-1.8894112e-001,-9.8227793e-001,1.3989529e+000,1.2564056e+000,-1.8106005e-001,-7.4039812e-001,-8.8940360e-001,-6.6377299e-001,6.8704325e-001,-1.4045983e+000,-1.0260970e+000,-4.2004568e-001,-2.5393601e-001,1.2235391e+000,-7.5718455e-001
4.5657944e-002,7.3105232e-001,-8.7686817e-001,9.6409937e-001,-1.5674881e+000,-6.0699077e-002,1.5139291e+000,-9.1807314e-001,-4.8243787e-002,-9.2792411e-001,-1.4961718e+000,2.2760980e-001,8.9253819e-001,1.1861573e-001,-3.7262658e-001,4.5660818e-001,4.4489947e-001,1.2494211e+000,4.7822560e-001,1.0461423e+000,5.4690800e-001,1.3871528e+000,-6.1713213e-002,7.3850889e-001,-1.5578542e+000,7.1560117e-001
-8.3354529e-001,1.6090710e+000,-4.6621626e-001,-4.0450849e-001,-1.1490117e+000,-1.5190895e-001,6.1715428e-001,6.2031551e-001,-2.3399949e-001,-9.0784300e-001,-1.2984894e+000,-1.4565025e+000,-1.8178584e-001,-1.0987151e+000,-5.1543159e-001,-7.2999913e-001,1.0760286e+000,1.1881779e+000,3.2212345e-001,1.5702107e+000,-1.1355069e+000,1.0336019e+000,1.6641238e+000,1.9076397e-002,3.7750121e-001,-6.7154591e-001
6.9937683e-001,-1.6244301e+000,6.4258490e-001,-1.3722113e+000,-5.9599779e-001,1.3463236e+000,5.4954621e-001,1.1160899e+000,1.4612623e+000,1.3354610e+000,1.3876774e+000,1.5281084e+000,-1.0895973e+000,-1.5675499e+000,1.6709970e+000,-9.0167681e-002,2.4538079e-001,1.1823979e+000,5.5544577e-001,4.9510742e-001,7.8175469e-001,5.0876978e-002,-1.2401094e-001,-9.5799979e-001,-3.3782833e-001,-2.0020869e+000
-1.2061115e+000,1.4588949e+000,-8.0762458e-001,1.1651776e+000,1.1476776e+000,-5.4115613e-001,-2.9832864e-001,1.5918367e-001,-4.9656925e-001,-1.6777034e+000,1.3562644e+000,6.2886956e-001,4.1727994e-001,7.6859874e-001,4.2561490e-001,2.2435077e-001,1.0340351e+000,-1.0798490e+000,3.2671761e-001,-3.1133554e-001,6.9693324e-001,-1.6576307e+000,5.6839132e-001,-3.0797030e-001,1.3576400e+000,9.7143395e-001
-1.5089605e+000,-1.1055057e+000,6.9568138e-001,3.2488948e-001,1.2970926e+000,8.6461322e-001,7.3787269e-002,-1.7124827e+000,-1.1418935e+000,-7.6181304e-001,-1.1025715e-001,7.0545422e-001,2.6860086e-002,-1.1920672e-001,-7.8669990e-002,7.3695408e-001,-1.2329523e+000,1.3452157e+000,-1.3626459e+000,1.4012025e+000,1.4721171e-001,-1.0048874e+000,-5.0437844e-001,-1.1203825e+000,-1.0367860e+000,-8.3332338e-001
5.0804321e-001,-3.1948742e-001,4.3984672e-001,1.1409738e-001,1.2857306e+000,-1.1118564e+000,-4.8266886e-001,-1.3270109e+000,-1.2097675e+000,-6.0024760e-001,3.4124801e-001,1.5944224e+000,-1.4772637e+000,-1.3669195e+000,1.2644704e+000,3.8717995e-001,-1.4555414e+000,8.9051188e-001,-7.7464326e-001,-6.5862696e-001,6.3867285e-001,6.4792759e-002,1.5134741e+000,-1.4830718e+000,1.3343208e+000,5.1283502e-001
-8.1418309e-001,8.3524436e-001,-1.1541685e+000,-1.5358399e+000,-2.0164925e-002,-1.6639904e+000,5.9214252e-001,1.5730347e-001,-1.3330541e+000,-1.2392565e-001,-1.0222336e+000,-1.6069004e+000,-8.2456055e-001,-1.4055445e+000,-1.5116779e+000,-1.8938115e-001,1.7177203e-001,7.0468988e-001,-6.9932977e-001,1.1806837e+000,8.2298169e-002,-1.6807275e-001,1.3004974e+000,-1.6807157e+000,-8.4613693e-001,-8.9642484e-001
3.3234180e-001,7.8745246e-001,1.3172312e+000,-8.4594047e-001,1.4110368e+000,-2.7565745e-001,-1.7346999e+000,-2.3254272e-001,1.4903459e+000,1.4619141e+000,9.4390322e-001,9.7310692e-001,1.3212089e+000,4.3598191e-002,1.0354357e+000,-1.6039241e-001,5.4909061e-002,-1.2171381e+000,-1.0497790e+000,-1.2640482e+000,-1.3946420e-001,3.1696171e-002,-1.2627170e+000,-6.1215931e-001,1.0994636e+000,1.0107651e+000
-1.0970073e+000,-5.7442321e-001,-1.6253630e-001,-1.6094226e+000,-1.4019812e+000,9.0391495e-001,6.4279033e-001,9.5310748e-001,-5.4790293e-001,-1.5483836e-001,-3.3555293e-001,-1.0669401e+000,-7.1526485e-001,8.5752557e-001,-2.4010449e-001,1.2884390e+000,6.5049363e-001,1.4886446e+000,1.1284222e+000,1.4182938e+000,9.9926039e-001,-6.9708617e-002,-1.5078782e+000,-1.4493012e+000,1.0588492e+000,-2.0293959e+000
-1.3878605e+000,1.6328120e-001,1.0836148e+000,1.1062292e+000,1.2423744e+000,-8.4720452e-001,-8.5908869e-001,1.1490189e+000,-2.0656760e-001,-1.7911693e+000,1.7597282e+000,9.2052431e-001,-9.0999609e-001,1.5198740e+000,-1.3394905e+000,9.1723903e-001,-5.8586334e-001,7.4606721e-001,-9.1093382e-001,-1.0060573e+000,-1.1915660e+000,-5.7302784e-001,-1.3922314e+000,8.1982463e-001,1.7500058e+000,6.4159290e-001
-4.1826430e-001,1.9652562e-002,1.0704706e+000,3.5422953e-001,-8.4795839e-002,1.6890780e+000,-1.7543178e-001,1.0107291e+000,4.6291313e-001,8.6415264e-001,-1.5064793e+000,1.3943284e+000,5.1327463e-002,-1.4507279e+000,6.6638141e-001,1.5709983e+000,-7.9572809e-001,9.8808412e-001,1.0631683e+000,9.8868972e-001,-1.3270308e+000,-2.0334208e-001,-1.1433769e+000,1.5791493e+000,1.1124317e+000,7.1435919e-003
2.5284222e-001,1.4299358e+000,3.9926083e-001,-1.5463705e+000,-9.5697347e-001,1.2510107e+000,4.5317150e-001,-1.5469502e+000,1.3302029e+000,-1.2593155e-001,4.9113007e-001,8.4285003e-001,4.5701573e-001,8.6988272e-001,-1.2724946e+000,-5.8911187e-001,-1.2005230e+000,3.4559755e-002,-7.1525969e-001,1.0356222e+000,-4.1968577e-001,1.3667608e+000,-1.1757717e+000,-6.9306315e-001,-1.2055555e+000,-5.3072925e-001
4.5027429e-001,-9.9957982e-001,-4.0266479e-001,-1.1398972e+000,8.0606019e-001,-1.7465164e-001,7.0746872e-001,-9.9995907e-001,-1.4262446e+000,1.5923878e+000,-1.5210565e+000,6.6116576e-001,-2.6253273e-002,1.4154935e+000,-1.1923037e+000,2.7636665e-001,3.1845477e-001,1.6987138e+000,1.4646502e-001,-1.5539804e+000,-5.7178925e-002,1.3327338e+000,-4.6035309e-001,-1.6802672e-001,-1.4966342e+000,-9.3615142e-001
3.6929767e-001,-9.0189459e-001,-6.0133154e-001,2.3401485e-001,-9.3998235e-001,-6.8611897e-001,1.3562045e+000,-1.6950918e+000,-4.3255931e-002,9.9321336e-001,-1.7739690e-001,-8.1451128e-001,-1.3263184e+000,-1.3702808e+000,3.5374796e-001,6.5427499e-001,-1.0730935e+000,-1.5520245e+000,1.6446079e+000,8.0740533e-003,-4.6293774e-001,8.0642872e-001,1.9039758e-001,1.5671313e+000,-8.5123516e-001,-3.4300955e-001
7.4461463e-001,-1.3795279e+000,1.0476921e+000,-3.0572266e-001,7.2097370e-001,7.9409138e-002,8.6627070e-001,2.2400744e-001,1.1079901e+000,-8.4870519e-001,-3.3493001e-001,1.5536465e+000,1.5872532e-002,-9.3340475e-001,6.5618107e-001,-4.4744660e-001,9.2614397e-001,-1.2365656e-001,1.1861172e+000,-1.1913968e+000,-1.0552176e+000,9.5560456e-001,-6.7364609e-002,7.4655054e-001,-1.3687089e+000,-5.3778243e-001
6.8581691e-001,1.6721527e+000,1.3539703e+000,-1.5107862e+000,-5.9424741e-001,-1.5471914e+000,1.5125942e+000,-7.0212913e-001,3.4929336e-001,-1.3696723e+000,1.6504622e-001,8.4459383e-001,-2.3342587e-001,-1.1100063e+000,-1.0977629e+000,-6.7737763e-001,7.7053065e-001,-1.0079162e+000,-1.4568561e+000,-1.1818645e+000,8.3140202e-001,1.2955619e+000,-5.8748684e-002,-1.6653023e+000,2.0850728e-001,4.7086957e-002
-9.5664700e-001,9.6111726e-001,1.1629403e+000,-1.3026297e+000,-1.1445948e+000,-3.8796957e-002,-1.0288267e+000,1.7069212e+000,-5.1596272e-001,1.1888042e+000,-5.6976593e-001,1.6988794e+000,1.6954968e+000,-2.0449097e-001,-1.2155472e+000,-1.7211029e-001,-1.6396040e+000,1.6289224e+000,7.3310068e-001,4.3216126e-001,-6.8725331e-001,6.3710038e-001,-9.5123665e-001,1.2770057e+000,5.1451039e-001,-6.8175931e-001
-1.5816545e+000,1.3205425e-001,1.2921708e+000,1.6024351e+000,9.1088530e-001,-1.1231283e+000,-1.5538884e+000,6.6834224e-001,1.6998754e+000,-1.0594450e+000,-2.9238679e-002,1.7670456e-001,7.2790195e-002,1.4948858e+000,1.0648287e+000,-1.1542427e+000,-1.2370153e+000,1.3532841e+000,9.3030321e-001,1.6985623e+000,1.0259954e+000,-1.2431441e+000,-1.0492309e+000,1.4382769e+000,1.6636109e+000,2.2143129e-001
1.6462959e+000,2.5215791e-001,1.5359243e+000,-7.6970272e-001,-1.5941576e+000,4.1439411e-001,9.5635372e-001,2.7063666e-001,8.7050648e-001,-2.8403807e-001,1.5136356e+000,-1.2318906e+000,-1.1830152e+000,-5.8196745e-001,-4.0122495e-001,3.3417129e-001,-1.2828073e+000,-1.6136267e+000,7.2124609e-001,2.9346190e-001,1.4666819e+000,9.5959262e-001,-6.7350658e-001,-2.0782673e-001,8.8333702e-001,1.4052799e-001
-1.3428787e+000,-9.4288498e-001,6.6402987e-001,1.0408034e+000,4.5316455e-001,-1.0512860e+000,7.5121999e-001,-6.8959267e-001,-5.6211042e-001,-7.4423380e-001,-3.5326899e-001,1.6921047e+000,1.1842455e+000,1.7029323e+000,-3.1446046e-001,-1.2051092e+000,2.9741371e-001,-9.2249963e-002,7.3896199e-002,-1.3946657e+000,-4.1409797e-001,-8.2017907e-001,8.9231614e-001,7.6798693e-001,1.5399116e+000,-3.8930389e-001
6.1359029e-001,-1.5305115e+000,4.0084889e-001,-1.2185038e+000,1.6975031e+000,1.1074745e+000,9.7713290e-001,1.3219647e+000,-1.1998054e+000,4.4851342e-001,-8.0128015e-001,1.1356538e+000,1.6140370e+000,9.4517600e-001,7.7466571e-001,1.2411207e+000,5.5416613e-001,2.3109692e-001,-6.7963486e-001,1.7904025e-001,-9.7496836e-001,-1.1947748e+000,-8.1438520e-001,1.2111201e+000,4.7048728e-001,-1.4508858e+000
-6.9967437e-001,1.0408542e+000,1.5430964e+000,6.5579581e-001,4.4345743e-001,-1.4080120e+000,-4.7103684e-001,-1.2953507e+000,-1.5156232e+000,-2.3930053e-001,-7.8175717e-001,-1.1742420e+000,7.6337618e-001,1.1765509e+000,5.7701776e-001,1.0472889e+000,8.3774756e-001,7.3432311e-002,-9.9488034e-001,-9.7506466e-002,-3.0706794e-001,2.3433071e-001,-6.4754842e-001,1.4786600e+000,1.2418893e-001,1.3939464e+000
6.7753213e-001,-7.8454517e-001,-1.5339059e-001,-1.4923931e+000,-1.7041851e+000,1.3770759e+000,-1.0070010e+000,-6.2431651e-001,-1.3018257e+000,4.4704463e-001,-2.5822005e-001,-7.9309955e-001,-2.0094677e-001,-7.9940579e-001,-5.2375901e-001,4.5035489e-001,-1.2140649e+000,7.0757874e-001,-1.2444053e+000,4.0685529e-002,1.6452199e+000,-6.3818994e-001,-1.4905479e+000,1.0400354e+000,-1.2945156e+000,-1.7456934e+000
-1.1467035e+000,-4.6577323e-001,7.5257308e-001,-1.4658294e+000,7.1633008e-002,1.3768185e+000,1.5904254e+000,-1.0269499e+000,-1.0427716e+000,-1.3486226e+000,3.3296948e-001,-3.2519654e-001,7.5425398e-001,1.2413476e+000,-2.4280485e-001,3.7538582e-001,-1.6632505e+000,-6.2058584e-001,6.3299606e-001,-2.8997616e-001,5.3425831e-001,-6.5551220e-001,4.6538818e-001,-9.3289787e-001,-1.6811977e+000,-1.7361685e+000
1.0967488e+000,-6.2382361e-001,-5.3813711e-001,1.2876291e-001,4.1143625e-001,7.1988033e-001,-5.1405533e-001,2.7720289e-001,-3.0343121e-001,2.7931239e-001,-1.5339623e+000,-1.0810172e+000,1.5063686e+000,1.2852648e+000,-6.0425641e-001,1.1296012e+000,2.8336244e-001,9.7813143e-001,-9.6591588e-001,-4.1006104e-001,3.7410557e-001,-1.1925469e+000,-1.2919744e+000,-1.0787074e+000,-5.0830481e-001,5.2320005e-001
1.7080302e+000,-3.3312518e-002,-1.4065050e+000,1.6100370e+000,-1.3672587e+000,-7.9448143e-001,4.0679404e-003,1.4388346e+000,-1.3032907e+000,-8.6861125e-001,7.6507141e-001,-9.9904131e-001,-1.1289304e+000,5.8283319e-001,-1.3332682e+000,1.0677919e+000,8.2857378e-001,-2.9147596e-001,-8.1030784e-001,-1.3870997e+000,5.3279501e-001,6.0198057e-002,9.8328172e-001,-4.2480399e-001,-1.3833103e+000,1.2841485e+000
-5.9148924e-001,5.1778762e-001,-1.2028223e+000,1.4746751e+000,3.7538981e-001,-1.6712911e+000,2.0419963e-001,5.3006887e-001,-1.4868342e+000,-1.3750214e+000,8.8578139e-001,1.2374668e+000,-1.5009626e+000,-4.5339538e-001,6.8112386e-001,-1.5503215e+000,-6.2669519e-001,-4.6373905e-001,3.7146429e-001,8.7768014e-001,-1.4715187e+000,1.3319875e+000,-1.7002643e+000,-7.3748031e-001,-1.2256726e+000,1.5701400e+000
1.3030275e+000,-1.1590209e+000,1.3484651e+000,1.0242900e+000,-4.4191671e-001,1.2806764e+000,4.8438031e-001,-1.3175388e-001,-4.6204466e-001,1.4640080e+000,7.3895375e-001,8.6472176e-001,1.1541258e+000,-4.4805492e-001,1.6686505e+000,8.6299506e-001,4.0823049e-001,-1.6019505e-001,-7.5765845e-001,-3.2084786e-001,-8.6317955e-001,-4.9154311e-001,-1.3913321e+000,-4.5212744e-001,1.1569188e+000,5.2238805e-001
5.3255641e-001,-1.7110268e+000,-1.0162193e+000,7.9123636e-001,1.7008873e+000,1.0223441e-001,9.0799706e-001,-1.6522301e+000,-1.5559871e+000,-1.0621960e+000,-9.1387279e-001,5.0943984e-001,-1.7031355e-001,-5.5504367e-001,1.0484943e+000,-1.5218927e+000,-9.4146757e-001,8.5066889e-001,-1.1774429e+000,1.5320526e-001,-1.2811072e+000,-1.7600883e+000,-2.2395419e-001,-1.4729390e+000,3.2993463e-001,1.6606992e-002
-3.9482271e-001,5.9172283e-001,-9.1051990e-001,1.4327577e+000,-1.3797213e+000,-1.1197153e-001,-3.3595996e-001,-9.1181984e-001,-1.3605573e+000,-6.3623719e-001,1.0928714e+000,1.1722840e+000,-4.8422536e-001,-8.6854019e-001,1.3686873e+000,1.3334908e+000,-2.0092526e-001,-9.7068655e-001,-1.2139188e+000,-1.2596186e+000,1.3208625e+000,1.0546555e+000,1.4345846e+000,-4.4805573e-001,-4.0148970e-002,5.6286104e-001
-3.2483846e-001,1.2462840e+000,-2.4181732e-001,-3.6391894e-001,-8.3993424e-001,-2.1957493e-001,1.5584979e+000,-1.5464141e+000,-2.0137052e-001,-1.1221628e-001,9.3793388e-001,-2.7528908e-001,-8.8675253e-001,1.0307408e+000,1.6091977e-001,8.0506396e-001,-1.2339624e+000,1.7296147e+000,6.9732905e-001,-5.6719282e-001,-1.3553522e+000,-3.8774699e-001,-6.3725148e-001,-1.0339201e+000,1.6704017e+000,-7.1290932e-002
-1.4098992e+000,1.5385730e-001,-1.6233703e+000,1.3453816e+000,1.0069004e+000,-3.3429654e-001,1.6161460e+000,-4.4752628e-001,-2.6539220e-001,1.0416086e+000,3.0921391e-001,1.4506455e+000,-1.4439827e+000,-4.1517425e-001,-9.6375487e-001,-8.4917483e-002,1.3288631e+000,1.4814946e+000,1.3603049e+000,-5.3483246e-001,1.3554654e+000,-1.4715399e+000,-7.7070416e-001,1.6911566e+000,1.3825727e+000,7.9583866e-001
-1.0947782e+000,1.2878075e-001,-1.2228950e+000,1.4051320e-001,1.2286994e-001,2.9192847e-001,-1.5669709e+000,3.4990755e-001,1.2036319e+000,-1.6121365e+000,2.5617086e-001,1.4235846e+000,2.2249385e-001,7.7807335e-001,6.1698186e-001,7.3521667e-001,5.6545080e-002,3.7433748e-001,5.2669513e-001,-6.8337208e-001,1.0892906e+000,1.0286143e+000,1.6674240e-001,8.7185260e-001,1.0466986e-001,-5.9163209e-001
1.6636107e+000,1.4626487e+000,-6.9608265e-002,4.0971146e-001,-1.2050284e+000,-1.6402544e+000,-7.4746095e-001,1.7681690e+000,5.7077563e-001,6.3971932e-001,-1.4914861e+000,-1.4588803e+000,-1.2328168e+000,9.8087502e-001,9.5073853e-001,-3.3582327e-001,-4.0029040e-002,-8.7280077e-001,1.4581920e+000,1.0394874e+000,-6.5235797e-003,-3.0215643e-001,2.1525003e-001,1.4394264e+000,-3.8031511e-001,-1.1529721e+000
-8.8380094e-001,1.0589291e+000,1.5088736e+000,1.3128039e+000,-1.5321501e+000,3.4907353e-001,-1.2057136e+000,-1.7707483e+000,-9.4469814e-001,-2.1146515e-001,-6.5182735e-001,2.9383812e-001,9.9004101e-001,8.4242661e-001,1.5037991e+000,-1.0781648e+000,-3.7735866e-001,-5.8620256e-001,-1.6656780e+000,-7.9071102e-003,-3.5997364e-001,2.3001235e-001,1.3362858e+000,-4.7120796e-001,-1.3774547e-001,6.6348584e-001
3.3244492e-001,7.5453678e-001,-5.5781426e-001,-1.5676822e+000,7.0366080e-001,-6.9338992e-001,1.0629090e-002,-1.3505946e-001,1.5334967e+000,1.4348193e+000,-2.1585621e-001,-1.2236383e+000,-6.7805078e-001,1.1105451e+000,-1.6762723e+000,2.8908585e-001,-1.6086073e+000,1.0048325e+000,1.2602937e+000,1.4140497e+000,-1.0783173e+000,-1.7731996e+000,-2.9120021e-001,-1.4015579e+000,-1.2270689e-001,2.4071642e-001
-1.5306339e-001,1.0724058e+000,1.1544970e+000,5.2335409e-001,-4.5974061e-001,9.3809985e-001,5.9876816e-001,6.0659629e-001,-1.6815162e+000,9.1064488e-001,-6.8060482e-002,8.8688937e-001,1.3557461e+000,-1.6950387e+000,-1.3290585e+000,-1.7168766e+000,1.5965223e+000,-2.0066015e-001,-1.5199423e+000,-9.3270843e-001,4.0607892e-001,8.3348754e-001,1.6946698e+000,-7.3953525e-002,1.2183247e+000,1.0953819e+000
-1.2560479e+000,1.0371237e+000,-3.3927408e-001,9.6409437e-002,4.2881577e-001,7.9113455e-001,-1.9822574e-001,9.1335393e-001,-2.7472219e-001,1.5270446e+000,9.3001617e-001,-1.4551407e-001,1.5646649e+000,5.1383652e-001,-1.2500873e-001,-1.0552391e+000,-5.4900133e-001,3.4096839e-001,4.0298320e-001,-8.5591849e-001,6.6988373e-001,-1.0229101e+000,1.1074870e+000,1.6244262e+000,-5.5325092e-001,-5.1425858e-001
1.3223951e+000,2.5098948e-001,-5.0111887e-001,5.3391802e-001,-4.4293077e-001,-8.9124826e-001,-6.3224879e-001,-1.1027694e-001,2.1876037e-001,7.3631543e-001,-1.1467942e+000,2.8623345e-001,-1.0885006e+000,1.4833585e+000,2.1421477e-001,8.1155692e-001,-1.2678366e+000,-6.0815423e-001,-1.2715763e-001,-1.4538133e+000,1.8775000e-001,3.4952613e-001,4.5552479e-001,1.3339078e+000,-1.5903555e+000,7.2380232e-001
-1.5818990e+000,1.5145317e+000,-4.3493419e-003,-2.9713280e-001,1.4277613e+000,-3.5891887e-001,-1.5673579e+000,-1.5409764e+000,-1.0266008e+000,-1.6662027e+000,9.6266746e-001,1.5536113e+000,-5.9529403e-001,8.8297452e-001,1.2886583e+000,4.5589690e-001,6.8422599e-001,6.4226678e-001,1.4760175e+000,-4.1616820e-002,4.3916359e-001,4.9094843e-001,7.1917072e-001,-1.3537733e+000,1.4662932e+000,-1.0152572e+000
-8.6464038e-001,1.0650008e-001,3.7020470e-001,2.5306648e-001,1.4082676e+000,1.6653465e+000,9.5141626e-001,-1.6550085e+000,1.3166159e+000,2.7561343e-001,6.3031240e-001,-9.7337890e-002,-1.4099391e-001,-1.0099897e+000,-1.1746925e+000,-7.0160373e-001,8.7759021e-001,1.4890942e+000,-1.0801752e+000,1.5157623e+000,5.8980316e-001,-3.7599007e-002,1.2216289e+000,1.5420915e+000,1.2342335e-001,-4.6986366e-001
1.6547585e+000,9.0191002e-002,1.5240739e+000,-1.1556885e+000,-1.6878194e-001,7.8698266e-001,1.5558492e+000,4.0021198e-001,-1.4199671e+000,5.1273628e-001,-6.6057599e-001,-1.6529370e+000,-1.6277514e+000,-7.0290465e-001,-1.3689761e+000,-5.4739516e-001,4.2578837e-001,1.6807278e+000,-1.1596825e+000,2.2967666e-001,7.5746777e-002,1.2871543e+000,-6.2149176e-001,-3.9290541e-001,-2.2445556e-001,8.8671298e-001
1.3784061e+000,-1.7360433e+000,6.9990220e-001,-7.7643061e-001,1.5181371e+000,-3.8176765e-001,8.7601907e-001,1.4198949e+000,7.4364346e-001,-1.0519457e+000,1.7261880e+000,1.0483233e+000,9.9980648e-001,-3.6809156e-001,-8.5708621e-002,-4.0603240e-001,-6.5533603e-001,8.2531387e-001,9.2587097e-001,-1.2485799e+000,-6.8498403e-002,7.7634055e-001,1.3628833e+000,-1.1126984e+000,-9.0589891e-001,-1.5614945e+000
1.2173411e-001,-4.9289717e-001,-2.4794619e-002,1.2805162e+000,7.4516568e-001,-1.4359488e+000,9.8445001e-001,5.7221079e-001,1.2670781e+000,-3.8748246e-001,8.4372047e-001,1.8506243e-001,-1.1908517e+000,-1.7460474e+000,1.3654704e+000,-1.6960292e+000,8.2207676e-001,-1.3023153e+000,1.2706494e+000,2.5211004e-001,-7.3591858e-001,1.5705360e+000,-1.1679928e-001,1.3190141e+000,1.4876528e+000,6.9125629e-001
