"oz1","oz2","oz3","oz4","oz5","oz6"
-5.2931329e-001,1.2644074e-001,-2.5825108e-001,-1.2150368e+000,-2.3859604e-001,5.7853035e-001
8.4134644e-001,5.3068327e-001,-1.6043304e+000,-1.6431198e+000,-1.3688177e+000,-1.9674768e+000
-1.2486312e-001,4.3675110e-001,1.6009727e+000,1.7182961e+000,9.2755599e-001,1.1724747e+000
-9.6105181e-001,-3.0995671e-001,5.1559621e-001,-5.1344348e-004,-4.0088982e-001,1.8710624e-001
1.1134899e+000,1.1895296e+000,1.8992641e-001,5.7016359e-002,4.1223550e-001,-1.0717229e+000
-6.9195612e-002,-5.7078659e-001,-6.0171104e-001,6.3523722e-002,-4.1528748e-001,6.3634032e-001
-1.5047922e+000,-1.4533657e+000,-7.0962626e-001,-2.8884157e-001,-7.3526490e-001,-5.6778064e-001
-1.6042450e+000,-1.5253299e+000,-9.1474347e-001,1.0463370e+000,-5.5053372e-001,3.4101764e-001
1.4844665e+000,1.1427090e+000,8.4199985e-001,9.0327796e-001,1.0870065e+000,1.6547624e-001
-5.9701979e-001,-1.4050251e+000,-4.1102366e-001,1.3970814e+000,-5.9386455e-001,5.7265504e-001
-1.5333259e+000,-1.4247125e+000,-1.4965436e+000,1.3542227e+000,-8.0127625e-001,8.2563621e-001
9.0990834e-001,5.8542723e-001,3.0253993e-001,-3.6256531e-001,4.6880961e-001,-1.7719144e+000
-9.3291267e-001,-1.5026329e+000,-7.8360435e-001,1.1627408e+000,-6.5547361e-001,1.9086435e-001
8.4732642e-001,1.5657152e+000,1.2703552e+000,7.1090050e-001,1.2322313e+000,-5.3322515e-001
-1.2665102e+000,-1.2926349e+000,-8.2362890e-001,1.6395719e+000,-9.9388552e-001,5.7384296e-001
-1.9516861e+000,-1.4712418e+000,-8.7963601e-001,-5.5743286e-003,-1.0553347e+000,-2.4923462e-001
-8.2160039e-001,-3.6083251e-001,-1.1966987e+000,8.5788856e-001,-9.0099591e-001,1.5197909e+000
1.7856744e+000,1.0299097e+000,1.0277448e+000,4.8722557e-001,1.9248081e+000,4.4641201e-001
-2.8543172e-001,-1.1363725e+000,-1.1112099e+000,-3.8218461e-001,-6.5764133e-001,4.2839957e-001
6.9912919e-001,9.5829496e-001,6.3588138e-001,1.9200976e-002,2.8623713e-001,-2.0518040e+000
1.1351248e+000,6.9331641e-001,1.7393075e+000,1.6187713e-001,1.8572428e+000,-1.3234328e+000
1.0049067e+000,1.0870642e+000,2.0316072e+000,1.2153382e+000,2.1359053e+000,-3.2911025e-001
5.3369197e-001,1.2402265e+000,-2.9274636e-001,-1.0496424e+000,-2.3337818e-001,-2.1952703e+000
-1.8407549e+000,-1.5896426e+000,-7.6879859e-001,-1.4464601e+000,-7.4082594e-001,-1.2782886e+000
-3.7916693e-001,-7.1041789e-001,-1.0727456e+000,-1.2114013e+000,-8.4859425e-001,5.7965878e-001
5.6202064e-001,1.4155847e+000,2.5088389e+000,1.4584208e+000,2.1162125e+000,-2.2731813e-001
-8.5796536e-001,-1.3131659e+000,-1.0456921e+000,-5.6840817e-001,-7.6470771e-001,-4.2332075e-002
-5.8464201e-001,-1.0856962e+000,-6.2013327e-001,-1.4984466e+000,-9.9323253e-001,-2.9385310e-001
8.4977449e-001,-3.7532719e-002,-3.1353034e-001,6.9271814e-001,-8.6094595e-002,3.0122671e-002
-7.3904235e-001,-9.2838267e-001,1.8336208e-002,1.6235799e+000,-1.9112959e-001,1.0296159e+000
1.7146875e+000,1.7509581e+000,-1.2165352e+000,-1.4918138e+000,-1.1193280e+000,4.5803499e-001
1.5589667e+000,1.0419047e+000,6.3761451e-002,-3.4556091e-001,7.4645281e-001,-4.6460325e-001
-2.9001116e-001,-5.9952405e-001,-5.3000300e-001,1.4715252e+000,-4.7442148e-001,1.6085138e+000
4.1227180e-001,3.9645817e-001,2.3761628e-001,2.2873396e-001,4.4837313e-001,-3.2426900e-001
-5.3490829e-002,2.1469203e-001,2.5637135e-001,-6.4346324e-001,1.6907705e-001,1.5267313e-001
-9.1448375e-002,-1.0532345e-001,-1.1563947e-002,-3.6359209e-001,-9.9344214e-002,8.5854044e-001
-5.3537587e-001,-2.3155151e-002,-3.3245700e-001,-6.1964676e-001,-5.0654658e-001,7.6733045e-001
-5.8653207e-001,-7.4369158e-001,-1.0577772e+000,-8.9484948e-001,-5.5550017e-001,5.2979423e-001
1.6817919e-001,-5.0825987e-001,4.4058185e-001,4.3855384e-001,2.6314608e-001,1.2452553e+000
-1.6888358e+000,-1.3962889e+000,-1.6431448e+000,-5.9011705e-001,-6.2585310e-001,1.1728903e-001
2.9395230e-001,2.4253768e-001,7.9913577e-001,3.6433563e-002,2.1093502e-001,8.7248792e-002
-7.2858384e-001,-1.2512682e+000,-1.0683598e+000,2.3586413e-001,-8.8839821e-001,2.7029693e-001
1.1144406e+000,6.1549954e-001,1.0224435e+000,5.5254485e-001,1.1949399e+000,-1.2475222e+000
-5.0035902e-001,-2.4857420e-001,-3.8048813e-001,-3.3255578e-001,-5.7633607e-001,8.4258136e-001
-2.5137400e-001,2.2370667e-001,2.6575514e-001,-8.2770361e-001,4.2164175e-003,3.7213581e-001
4.2889619e-001,-1.0848471e-002,-3.2794543e-001,-3.3545089e-001,-1.5853078e-001,-3.0334983e-002
-1.9030660e+000,-1.5084633e+000,-2.0242506e-001,5.6861822e-001,-9.1708472e-001,-3.3751798e-001
1.7273649e+000,1.3455734e+000,1.6952354e+000,1.1212472e+000,2.3508210e+000,1.9417301e+000
5.4647396e-001,1.4883845e+000,-4.2672488e-001,-7.8977078e-001,-2.9891172e-001,-2.2109102e+000
1.1379923e+000,1.2084172e+000,1.5996401e+000,1.2247276e+000,1.7309676e+000,-1.2237931e-001
-3.0287466e-001,-3.7188672e-001,-3.9387214e-001,1.5464367e-001,-6.6135614e-001,7.8683211e-001
1.1593270e+000,9.4498488e-001,-1.2803488e-001,-6.9261836e-001,1.4742876e-001,-1.7003717e+000
-3.7180699e-001,-1.2515305e+000,-2.8937067e-001,2.7343791e-001,-3.3805073e-001,3.8398502e-001
6.3127917e-001,9.6629350e-001,1.9973330e+000,1.3946179e+000,1.6927513e+000,-6.7283983e-001
1.0885255e+000,9.2221577e-001,9.8628266e-001,3.1143624e-002,1.2995056e+000,-1.4951140e+000
-1.2528722e+000,-1.5507846e+000,-9.3844403e-001,1.1199983e+000,-7.4178843e-001,1.6710485e-001
1.3747365e-001,-6.5955984e-002,-6.1561035e-001,-7.9494900e-001,-1.0557999e-001,3.1148434e-001
5.4418378e-001,1.2312838e+000,-1.0104860e-001,-1.2666068e+000,-3.1248695e-001,-2.3256288e+000
-1.7238889e-002,-1.5941778e-002,-4.2866206e-001,-9.0145075e-001,-6.3628361e-001,2.7396874e-001
1.7504372e-001,-4.0632511e-001,2.1439611e-001,1.4921670e+000,1.7331272e-001,1.5782088e+000
-6.3691079e-001,-1.5942131e+000,-1.3630101e+000,3.6807075e-001,-1.1762568e+000,1.7287195e-001
2.0084733e+000,1.3898706e+000,1.0844755e+000,-6.6921469e-002,2.0722114e+000,1.7344488e+000
1.1696033e+000,1.4939688e+000,1.9234883e+000,7.4394810e-001,2.2055124e+000,8.9850333e-001
7.5225172e-001,-1.3459394e-001,-8.5676480e-001,3.8821883e-001,-6.8785381e-001,2.8514788e-001
-5.4487002e-001,8.2229663e-002,1.3803276e+000,1.5000670e+000,4.3476817e-001,1.5295086e+000
8.5773977e-002,1.7211588e-001,3.2222772e-001,4.8041088e-001,-1.3639337e-002,3.9680823e-001
9.1037743e-001,1.2437647e+000,1.3377068e-001,-8.8983575e-001,2.2264747e-001,-1.7795755e+000
-3.7669033e-002,-1.9657615e-001,1.3545681e+000,7.5642151e-001,3.8546633e-001,1.0106799e+000
-1.7126671e-001,-5.6163028e-001,-6.4305497e-001,-7.6186457e-001,-3.4778864e-001,5.8555479e-001
9.2277645e-001,8.8810132e-001,-7.4543307e-002,-6.6270311e-001,-1.6534044e-001,-2.3372432e+000
-4.0344959e-001,4.8728014e-001,1.7326634e+000,1.4025464e+000,9.0446741e-001,1.1781399e+000
1.6124803e+000,1.2570216e+000,2.2337076e+000,1.0947152e+000,2.7385447e+000,1.7753274e+000
1.7760852e+000,1.4811781e+000,1.0038942e+000,-1.9051482e-001,1.4462737e+000,1.3224675e+000
9.8010862e-001,7.7042689e-001,1.1642863e+000,1.5707656e+000,8.0572158e-001,-1.1237171e+000
-2.7840862e-001,-2.1304899e-001,6.2965365e-001,1.1028152e+000,7.6209997e-002,1.2464641e+000
1.2497545e+000,1.5349991e+000,1.1665084e+000,-4.3923000e-001,1.2553975e+000,3.0843811e-001
-8.0002540e-001,-1.4954518e+000,-6.7081624e-001,9.9071607e-001,-5.0054626e-001,3.9797575e-001
-7.3209227e-001,-9.7735538e-001,-4.2418577e-001,3.9764864e-001,-2.6866597e-001,4.8282872e-001
2.2189153e+000,1.7128920e+000,1.3964779e+000,2.9190557e-001,2.5588035e+000,1.0332019e+000
-4.1202959e-002,-7.3528909e-001,-8.3458532e-001,-1.5961491e+000,-6.1380144e-001,2.8860375e-002
-4.8162064e-001,-3.5219795e-001,-4.5977665e-001,8.8175400e-001,-4.1666348e-001,1.2903155e+000
-6.6040094e-001,-1.1255094e+000,-9.9112880e-001,4.7937808e-002,-9.3011942e-001,2.7823022e-001
1.2875804e+000,9.9162774e-001,-8.0749637e-001,-1.5264598e+000,-5.8853556e-001,-1.8364867e+000
3.9218229e-001,-3.8287765e-001,-1.7149061e+000,-1.3230749e+000,-1.4382528e+000,9.5886613e-001
1.4853159e+000,1.5209208e+000,-3.2928401e-002,-4.6875501e-001,6.2356211e-001,5.1707644e-001
5.2665207e-001,5.6873187e-001,1.5522611e+000,1.4911225e+000,1.1643422e+000,-3.2459712e-001
-8.3556591e-001,-1.6582236e+000,-1.1740330e+000,1.5829351e+000,-7.5832392e-001,3.5889927e-001
4.2167743e-001,3.6307009e-001,2.0457195e+000,1.5814500e+000,1.1561107e+000,4.6477648e-001
-1.6749391e+000,-1.3403608e+000,-9.3926923e-001,-5.6232008e-001,-8.0035835e-001,-4.5291081e-001
-1.1791308e+000,-1.0906776e+000,-1.1760338e+000,-1.1164665e+000,-1.0084959e+000,-2.0513902e-001
-1.0973929e+000,-6.8112429e-001,-1.2077041e+000,-1.4438765e+000,-1.3200789e+000,-2.2229098e-002
6.4377880e-001,1.9306340e-001,-1.5402167e-001,-6.3232804e-001,-9.2352851e-002,-7.9084578e-001
1.6250914e+000,1.3192653e+000,-1.6649773e+000,-1.5196708e+000,-1.5572407e+000,-2.7977489e-001
9.1752669e-001,1.0636236e+000,5.7943650e-001,4.6177395e-003,6.3020500e-001,-1.8329476e+000
-1.1004773e+000,-5.3524762e-001,-7.3959774e-001,-1.1379053e+000,-8.6083800e-001,1.2259364e-001
-1.6862548e+000,-1.4441687e+000,-1.0174873e+000,1.6436175e+000,-1.2124935e+000,5.6805109e-001
-2.4596700e-001,-8.6546875e-001,-2.7450124e-002,2.2051455e-001,-2.3509535e-001,6.7099283e-001
1.0573703e+000,1.0462435e+000,3.0380691e-002,8.0749974e-001,1.2137881e-002,-1.1300062e+000
-1.5200963e+000,-1.2017750e+000,-1.3362623e+000,-3.5288790e-001,-9.3239181e-001,9.5412159e-002
-1.3205168e+000,-1.1253985e+000,-5.6736264e-001,-7.6926806e-001,-7.0474809e-001,-3.9470816e-001
-1.0123267e+000,-8.4434052e-001,5.2700641e-001,1.7057908e+000,-5.9615580e-001,3.6630522e-001
1.7453740e+000,1.3446747e+000,-2.2124330e-001,-5.1919181e-001,4.5890060e-002,3.0154362e-001
-1.6468323e-001,-1.9223365e-001,4.3045047e-001,1.5044598e+000,9.5940436e-002,1.5275820e+000
