"x","y","fus01","diplo01","temp","p_sum","r_sum","elevation","slope","hail","hail_new","age","ph","lithology","soil","year"
596660,4794586,0,0,13.6,156.3,-0.010684,414.737,26.902838,0,0,4,4.606751,Areniscas,Cambisols,2010
579980,4783057,0,0,13.7,158,-0.013808,123.554001,14.454436,0,0,40,4.685569,Areniscas,Cambisols,2010
586849,4788722,0,0,13.485714,145,-0.018556,274.294006,27.371969,0,0,4,4.603714,Areniscas,Cambisols,2010
587817,4789131,0,0,13.742857,149.1,0.017678,311.085999,17.046642,0,0,15,4.577865,Areniscas,Cambisols,2010
588072,4789374,0,0,13.742857,149.1,0.019053,304.709015,43.91436,0,0,4,4.577865,Areniscas,Cambisols,2009
586573,4788729,0,0,14.814286,213.5,0.009807,311.709015,36.115875,0,1,4,4.603714,Areniscas,Cambisols,2009
587328,4789040,0,0,14.142857,235.8,0.028299,288.575989,51.335171,1,1,22,4.577865,Areniscas,Cambisols,2010
588028,4789454,0,0,14.071429,171.5,0.050789,342.233002,30.98662,0,0,28,4.577865,Areniscas,Cambisols,2010
588112,4789407,0,0,14.042857,180.8,0.005683,304.903992,28.708395,0,0,10,4.577865,Areniscas,Cambisols,2010
584878,4786228,0,0,14.014286,203.2,-0.070158,281.243988,22.355721,0,0,12,4.594078,Areniscas,Cambisols,2010
583607,4786392,0,0,14.114286,231.6,-0.053665,282.471985,1.627747,0,1,8,4.594078,Areniscas,Cryosols,2010
586939,4788756,0,0,14.114286,231.6,-0.053665,266.891998,4.41476,0,1,8,4.603714,Areniscas,Cambisols,2010
586939,4788756,0,0,14.114286,231.6,-0.053665,266.891998,5.414604,0,1,8,4.603714,Areniscas,Cambisols,2010
544160,4733429,0,0,14.114286,231.6,-0.053665,713.619995,3.080482,0,1,8,5.571722,'Calizas impuras y calcarenitas',Histosols,2010
498189,4759140,0,0,14.257143,229.2,-0.010309,338.970001,24.792036,0,1,8,5.663093,'Arcillas con yesos y otras sales',Cambisols,2010
512166,4752529,0,0,14.257143,229.2,-0.010309,622.119995,24.968761,0,1,8,5.585142,'Arcillas con yesos y otras sales',Cambisols,2010
512393,4752374,0,0,14.114286,231.6,-0.053665,625.619995,15.306394,0,1,8,5.585142,'Arcillas con yesos y otras sales',Cambisols,2010
512675,4752228,0,0,14.257143,229.2,-0.010309,633.25,27.292149,0,1,8,5.585142,'Arcillas con yesos y otras sales',Cambisols,2010
562518,4779710,0,0,14.114286,231.6,-0.053665,341.489014,22.514641,0,1,8,4.5885,'Arcillas con yesos y otras sales',Cambisols,2010
562518,4779710,0,0,14.114286,231.6,-0.053665,341.489014,23.784809,0,1,8,4.5885,'Arcillas con yesos y otras sales',Cambisols,2010
568623,4786011,0,0,14.257143,229.2,-0.010309,385.885986,30.326647,0,1,8,4.505212,Ofitas,Leptosols,2010
593574,4793456,0,0,14.257143,229.2,-0.010309,122.319,28.438532,0,1,8,4.578619,Ofitas,Cambisols,2010
516168,4803379,0,0,14.114286,231.6,-0.053665,113.519997,24.209883,0,1,8,4.101152,Ofitas,Luvisols,2010
525723,4800854,0,0,14.257143,229.2,-0.010309,1.67,29.596001,0,1,8,4.10598,Ofitas,Cambisols,2010
526235,4794412,0,0,14.114286,231.6,-0.053665,12.22,7.186695,0,1,8,4.05948,Ofitas,Cambisols,2010
573395,4776794,0,0,13.871429,224.2,-0.082403,267.234985,42.781528,0,1,1,4.809716,'Calizas impuras y calcarenitas',Cambisols,2010
582310,4771122,0,0,13.871429,224.2,-0.082403,567.10498,42.781528,0,1,1,4.91301,'Calizas impuras y calcarenitas',Cambisols,2010
575433,4793407,0,0,14.114286,231.6,-0.053665,240.184998,25.632311,0,1,1,4.61071,Areniscas,Cambisols,2010
576418,4793768,0,0,14.114286,231.6,-0.053665,292.671997,28.332441,0,1,1,4.730585,'Calizas impuras y calcarenitas',Cambisols,2010
573042,4792605,0,0,14.4,223.2,-0.015307,157.843002,66.049416,0,1,1,4.61071,'Calizas impuras y calcarenitas',Cambisols,2010
575274,4793413,0,0,13.857143,139.3,0.018303,194.779205,0.971867,0,0,40,4.61071,'Calizas impuras y calcarenitas',Cambisols,2010
522466,4790439,0,0,14.414286,124.9,0.018303,488.170013,2.267244,0,0,40,4.089588,'Calizas impuras y calcarenitas',Cambisols,2009
533651,4782590,0,0,14.8,157,-0.001688,500.579987,13.313596,0,0,13,4.405338,'Calizas impuras y calcarenitas',Cambisols,2010
571277,4793462,0,0,15.057143,173.9,0.008682,149.112,48.855324,0,0,38,4.61071,'Calizas impuras y calcarenitas',Cambisols,2011
573601,4793724,0,0,14.042857,148.4,0.018303,300.85199,12.523927,0,0,22,4.636971,'Calizas impuras y calcarenitas',Ferralsols,2010
571656,4792822,0,0,14.085714,148.3,0.018303,138.931,6.102868,0,0,40,4.61071,'Calizas impuras y calcarenitas',Cambisols,2010
571816,4792874,0,0,14.157143,149.1,0.018303,169.973999,7.727884,0,0,8,4.61071,'Calizas impuras y calcarenitas',Cambisols,2010
528278,4785510,0,0,14.214286,151.3,0.018303,229.289993,10.890798,0,0,4,4.215237,Areniscas,Cambisols,2010
528584,4785224,0,0,14.314286,161.7,0.020302,278.640015,10.101985,0,0,21,4.215237,Areniscas,Cambisols,2010
536211,4781772,0,0,14.342857,160,0.018303,462.160004,2.19317,0,0,5,4.405338,Areniscas,Luvisols,2010
525095,4784801,0,0,14.342857,158.6,0.018303,262.429993,5.359658,0,0,2,4.264669,Areniscas,Cambisols,2010
525648,4785081,0,0,14.328571,159.9,0.021427,330.959991,24.528252,0,0,40,4.264669,Areniscas,Cambisols,2010
527056,4784011,0,0,14.328571,159.9,0.021427,161.639999,9.646014,0,0,40,4.215237,Areniscas,Luvisols,2010
496663,4760561,0,0,14.7,160.7,0.036045,482,49.685318,0,0,38,5.527574,'Alternancia de margocalizas margas calizas y calcarenitas',Lixisols,2010
493866,4763944,0,0,14.142857,168.6,-0.013558,498.459991,64.644691,0,0,14,5.527574,'Alternancia de margocalizas margas calizas y calcarenitas',Kastanozems,2011
496148,4761473,0,0,13.714286,178.1,-0.017431,445.440002,32.432636,0,0,7,5.527574,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
497314,4765024,0,0,14.914286,168.4,0.01418,493.890015,28.729685,0,0,38,5.385164,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2011
501129,4762068,0,0,14.942857,216.9,-0.047543,588.369995,70,0,1,38,5.613571,'Alternancia de margocalizas margas calizas y calcarenitas',Ferralsols,2009
488949,4769397,0,0,14.042857,198.2,0.000686,481.769989,38.908154,0,0,11,5.020835,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
492247,4765810,0,0,14.028571,191.4,0.053662,495.820007,33.003662,0,0,40,5.323789,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
492612,4766251,0,0,14.542857,216.2,-0.026178,455.029999,44.733246,0,0,40,5.323789,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
501121,4761754,0,0,15.542857,205.6,-0.083153,525.070007,35.329227,0,0,10,5.613571,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
502397,4760706,0,0,15.471429,211.8,-0.086526,529.419983,26.459444,0,0,22,5.479709,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
522491,4796117,0,0,15.471429,211.8,-0.086526,238.850006,25.604858,0,0,22,4.05948,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
500128,4756859,0,0,14.842857,198.9,0.078776,432.570007,52.07328,0,0,16,5.663093,'Alternancia de margocalizas margas calizas y calcarenitas',Ferralsols,2009
524000,4793365,0,0,13.957143,173.1,0.04754,25.4617,55.169689,0,0,40,4.089588,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
528448,4793793,0,0,13.957143,173.1,0.04754,128.479996,46.233631,0,0,40,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
528464,4793758,0,0,13.971429,197,-0.041796,120.279999,57.485191,0,0,16,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2010
528515,4793794,0,0,15.528571,183.2,0.056911,104.610001,48.705128,0,0,10,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
528519,4793795,0,0,14.5,172.3,-0.054915,104.610001,48.993305,0,0,40,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2010
528533,4793816,0,0,14.485714,203.2,-0.069034,104.93,15.834634,0,0,16,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2010
528534,4793832,0,0,14.728571,209.5,-0.061162,104.019997,7.924605,0,0,16,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2010
550446,4783647,0,0,14.685714,228.6,-0.053041,336.096985,9.901938,0,1,9,4.317476,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
545504,4784667,0,0,14.257143,227.3,-0.017806,398.875,63.763195,0,1,1,4.188644,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2010
528800,4792522,0,0,13.971429,204.6,0.021052,189.360001,44.479004,0,1,5,4.057555,'Alternancia de margocalizas margas calizas y calcarenitas',Chernozems,2011
529033,4791051,0,0,15.2,209.1,0.055911,226.449997,21.908241,0,0,5,4.057555,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
534828,4789144,0,0,15.171429,230.7,0.035295,406.910004,39.966385,0,1,33,4.04117,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
542288,4774828,0,0,15.1,234.5,0.008432,511.894012,14.342184,0,1,1,4.397443,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
534970,4781397,0,0,15.414286,250.9,-0.000064,247.979996,15.512918,0,1,24,4.405338,'Alternancia de margocalizas margas calizas y calcarenitas',Gleysols,2009
516306,4789303,0,0,14,235.3,0.041418,82.919998,25.283192,0,1,14,4.245155,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2011
536408,4788557,0,0,14,235.3,0.041418,182.850006,15.592779,0,1,14,4.167088,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2011
536411,4788557,0,0,14.814286,205.5,0.050414,181.809998,30.212227,0,1,3,4.167088,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2011
497160,4761473,0,0,14.171429,206.3,0.007183,397.029999,27.177498,0,1,17,5.613571,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
497101,4763874,0,0,14.542857,206.5,0.016804,525.349976,10.61529,0,1,21,5.613571,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2011
528553,4793832,0,0,15.142857,226,0.003559,100.050003,36.163765,0,1,14,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
528560,4793832,0,0,14.442857,137.1,0.019053,98.489998,28.108566,0,0,19,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2010
528599,4793822,0,0,14.714286,156.2,0.0248,87.019997,50.988308,0,0,17,4.053608,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
525710,4792908,0,0,14.614286,176.5,-0.034299,43.91,21.832438,0,0,15,4.089588,'Alternancia de margocalizas margas calizas y calcarenitas',Leptosols,2010
525950,4793083,0,0,14.828571,168,0.000186,65.699997,24.100037,0,0,26,4.089588,'Alternancia de margocalizas margas calizas y calcarenitas',Leptosols,2010
551874,4783365,0,0,15.585714,172.5,-0.003562,398.152008,61.411766,0,0,28,4.445504,'Alternancia de margocalizas margas calizas y calcarenitas',Lixisols,2009
527543,4793275,0,0,15.585714,172.4,0.016429,57.860001,33.149002,0,0,21,4.057555,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
551924,4783604,0,0,14.042857,155.8,0.021676,412.904999,4.992957,0,0,5,4.445504,'Alternancia de margocalizas margas calizas y calcarenitas',Gleysols,2010
551815,4774448,0,0,15.614286,177.1,0.005559,594.491028,26.596542,0,0,17,4.484599,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
551297,4775160,0,0,15.542857,175.7,0.026799,673.156006,14.577526,0,0,7,4.484599,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
551873,4783392,0,0,15.914286,185.3,-0.007936,397.562988,27.106447,0,0,10,4.445504,'Alternancia de margocalizas margas calizas y calcarenitas',Lixisols,2009
536658,4788552,0,0,16.171429,192.5,-0.031175,173.854202,20.00025,0,0,26,4.167088,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
532728,4790066,0,0,14.7,199.7,-0.099395,206.220001,16.49254,0,0,7,4.04117,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
541209,4787310,0,0,15.557143,175,0.020302,133.509995,43.878189,0,0,4,4.167088,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2009
517998,4797296,0,0,15.257143,160.4,0.057786,107.68,70,0,0,26,4.059517,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
543138,4788441,0,0,15.071429,167.8,0.042792,135.539993,36.876484,0,0,15,4.188644,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2010
