"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11"
1.0775500e+000,2.8975171e-001,1.2776740e+000,-1.0017327e+000,6.3232918e-001,1.0070146e+000,7.0522778e-001,4.9759571e-001,1.4707107e+000,-1.2623491e+000,-1.3822558e+000
-4.7787258e-001,-2.6944263e-001,-3.7059525e-001,1.5935143e+000,1.6830224e+000,-7.3484362e-001,-9.8994106e-002,-2.0833510e-002,6.2565507e-001,1.2843236e+000,1.9551735e+000
1.4043349e+000,8.6523854e-001,1.1848145e+000,-1.6291293e+000,-1.0493491e+000,-6.9896390e-001,-1.5682931e+000,-2.7870375e-001,1.0114358e+000,-1.2526290e+000,-1.1017414e+000
1.5080098e+000,1.5581693e+000,8.2247935e-001,1.4296806e-001,-1.4299833e+000,-8.3679834e-002,3.0814783e-001,1.5194556e+000,-1.4869573e+000,-4.1469775e-001,6.6841321e-001
4.0916037e-002,-1.0029561e+000,1.5169157e+000,-2.7762193e-001,-1.6421222e+000,7.1811510e-002,6.2539693e-001,9.8055991e-001,-5.6667208e-001,7.6511646e-001,9.8206030e-001
-1.4879504e+000,-1.7060501e+000,-5.0053372e-001,1.0722558e+000,-5.4881250e-001,5.8623242e-002,1.3135790e+000,-7.6543644e-001,-7.3824660e-001,-1.5957157e+000,5.5967477e-001
-8.4134231e-001,-7.6229735e-001,-6.8702343e-001,9.1386966e-001,1.2980957e+000,-2.2706741e-001,-6.9966836e-001,9.3106952e-001,-5.5627755e-001,-2.9452832e-001,1.5730502e+000
9.2925622e-001,6.7956910e-001,6.8216611e-001,6.9371888e-001,9.1001286e-001,2.7304004e-001,1.8357194e+000,-1.5514458e+000,7.2185034e-002,1.3877050e+000,-9.9129696e-001
-2.6067199e+000,-2.0490657e+000,-1.1647671e+000,-1.1303220e+000,-5.3978876e-001,5.1822110e-001,9.3197227e-001,1.3883191e+000,1.3978769e+000,1.4326357e+000,-3.6145986e-001
-1.0714756e+000,-5.3990475e-001,-1.3089336e+000,1.1118649e+000,-1.5599276e+000,1.5978978e+000,-8.2981544e-001,1.5262368e+000,-1.3287056e+000,-1.6269010e+000,1.1045313e+000
1.3863838e+000,1.5076662e+000,-3.9453647e-001,8.1109028e-001,9.2019609e-001,-1.8918134e+000,-9.9399866e-001,7.1798016e-001,-1.1698620e+000,1.2381472e+000,1.3876306e+000
1.1360103e+000,4.0449051e-001,1.4914174e+000,-9.4714890e-001,-7.0676161e-001,-1.1063166e+000,-8.6902883e-001,1.4062409e+000,1.5819602e+000,-8.4123847e-001,-1.6504796e+000
3.8016152e-002,6.4112971e-002,2.5715454e-001,-7.0764581e-002,2.8406198e-001,-1.6709859e-001,1.6656166e+000,1.2990850e+000,1.2291328e+000,-7.0373929e-001,1.6838701e-001
9.9521181e-001,1.0112845e+000,1.1697327e-001,3.5562495e-001,-1.4185528e+000,-1.0534514e+000,-1.2476640e+000,2.0504607e-001,8.4985092e-001,-3.2756841e-001,-1.2072926e+000
-5.3827771e-001,-5.1790271e-001,1.8532609e-001,1.2040705e+000,-1.0311441e-001,5.3710008e-001,4.6367512e-001,-1.0778941e+000,1.0376519e+000,1.0077286e+000,1.4277812e+000
7.9871041e-001,1.5338530e+000,-1.0119545e+000,1.2179034e+000,2.2461906e-001,6.1893633e-001,1.1753878e+000,1.4302910e+000,6.6568858e-001,7.1320996e-001,3.6030039e-001
5.1368580e-001,-4.3129754e-001,1.6231697e+000,4.3531122e-001,1.5452048e+000,-1.6945590e+000,-3.4084787e-001,5.8542193e-001,-1.0198444e+000,-1.3741012e+000,1.3396619e+000
-9.2294771e-001,-1.2517698e+000,3.3136445e-001,-1.3018181e-001,-1.1952224e+000,5.5141146e-002,-1.4916670e+000,-6.8748545e-001,3.6915467e-001,-1.0398975e+000,4.0524989e-001
1.0572778e-001,5.7765752e-001,-7.5166236e-001,-6.5578466e-001,-2.1349827e-001,-4.1609931e-001,-1.5445120e+000,-9.5558710e-001,-5.2240045e-002,1.3608925e-001,-1.0781771e+000
-1.3440805e+000,-1.5905466e+000,-1.2795266e-001,-9.7005532e-001,-2.2884860e-001,-1.6231248e+000,1.7167700e+000,1.3805459e+000,-1.4019385e+000,1.3066924e+000,-3.0154624e-001
-2.2572405e-001,-2.3095325e-001,2.6692349e-003,2.4634795e-001,-1.0227840e+000,-7.8827416e-001,7.5447560e-001,-1.3484301e-002,-1.8792588e+000,-8.6064463e-001,4.5358657e-001
-2.3476400e-002,-5.5596002e-001,1.2185786e+000,-1.1940236e+000,1.5609079e+000,1.2748171e+000,2.8377665e-001,-5.6860470e-001,-9.9058654e-001,-7.5546018e-002,8.8671597e-001
1.2870590e+000,5.0211441e-001,1.5338101e+000,4.4491451e-001,-5.7065193e-001,-7.8779668e-002,3.9406474e-001,-1.2023666e+000,-7.1598581e-001,1.0013529e+000,-9.3216777e-001
-8.9975691e-002,-4.7420372e-001,9.0701343e-001,-1.0207773e+000,1.5715892e+000,1.2156464e+000,-7.9024425e-001,-1.6284884e+000,-1.4934058e+000,-9.4355215e-001,9.4760223e-001
-1.4457859e+000,-7.9888094e-001,-1.5501107e+000,1.2761639e-002,1.7071622e+000,-1.6187440e+000,-2.9927404e-001,1.0437461e+000,1.1009804e+000,4.9687518e-001,1.4039137e+000
-2.5404407e-001,6.4477049e-001,-1.2367747e+000,-5.4275583e-001,1.6186881e+000,8.2562708e-001,-5.5963854e-003,3.5437248e-001,-1.1205251e+000,-1.2248102e+000,-6.5107547e-002
3.7753672e-001,3.4318521e-002,5.4873293e-001,6.3653207e-002,6.5029553e-001,-1.3270207e+000,5.0541135e-001,2.0573322e-001,1.4382585e+000,1.1493619e-001,-3.5698245e-001
5.8827920e-001,8.6506525e-001,-5.8142899e-001,-2.5504354e-002,-1.1189358e+000,1.4251868e+000,8.7878911e-001,-1.1383039e+000,1.2402690e+000,8.4231521e-001,-1.7785782e+000
-1.9180568e+000,-1.7650774e+000,-7.0731306e-001,1.3078356e+000,8.5691934e-001,3.4820964e-001,1.4895058e+000,9.1061878e-001,-8.4552049e-002,8.5018446e-001,5.6009856e-001
1.2899386e+000,5.8990578e-001,1.2170604e+000,-1.0306395e+000,-1.5194636e+000,1.5584710e+000,-1.5801009e+000,8.3546119e-001,-1.5172410e+000,1.0533957e+000,-1.6173332e+000
2.6422729e-001,4.2139267e-001,3.0443332e-001,1.1714634e+000,-8.9828090e-001,1.1209026e+000,-8.1480682e-001,-4.8978959e-001,-2.8129020e-001,2.5771072e-001,-8.2566121e-001
7.0944968e-001,7.7742035e-001,3.0440090e-001,1.0799592e+000,-4.3138672e-001,-1.4917854e+000,1.2324595e+000,7.3405631e-001,6.4823599e-002,-1.6614720e+000,-1.1847494e+000
3.3827728e-001,-2.1083208e-001,9.4583791e-001,-1.2693438e+000,1.4040512e+000,-3.7281118e-001,-1.1432337e+000,1.1484744e+000,1.3908612e+000,-4.2749658e-001,2.9125633e-002
7.6136429e-001,1.4900687e+000,-1.0464293e+000,1.4969902e+000,6.4341167e-001,-3.7883099e-001,-5.2673325e-001,6.3175240e-001,-1.7243395e+000,1.0282478e+000,4.7201710e-001
9.9546838e-001,4.8583088e-001,1.2245006e+000,4.2364313e-001,-5.1059476e-001,8.9257668e-001,1.5774947e+000,-1.4080400e+000,6.7991441e-001,1.1025249e+000,-1.2717532e+000
-4.7326434e-001,-3.8114111e-001,-5.8882102e-001,-1.5852221e+000,1.1795823e+000,4.9476465e-001,-3.3975162e-001,-1.3992668e+000,1.7168550e-001,-8.6808133e-001,4.1517231e-001
1.2171468e+000,6.8561424e-001,1.4396717e+000,-1.5325505e+000,6.4168509e-001,-2.3112604e-001,-1.4014824e+000,-1.5802657e+000,3.4224084e-001,1.1684821e+000,-1.2730719e+000
6.3531999e-001,1.9822651e-001,1.0550699e+000,1.7241577e-001,3.5160398e-001,1.4643911e+000,-8.0150682e-001,-4.9213364e-002,3.9797589e-001,-1.2438312e+000,-6.9169449e-001
-5.2125179e-001,-8.1762029e-002,-9.8553966e-001,1.5921668e+000,-7.6268216e-001,1.0598299e+000,4.0411541e-001,-8.0860708e-002,-1.6486402e+000,-1.0975614e+000,1.4744422e+000
-1.0050157e+000,-1.5567695e+000,1.2652406e+000,4.4558036e-001,-9.7840162e-001,3.6326316e-002,-1.0478752e+000,4.3751348e-001,5.1199336e-001,-5.7873307e-001,6.0012502e-001
-8.5051479e-001,-1.7920728e+000,8.4785853e-001,4.0625838e-001,5.3646691e-002,-6.2466407e-002,6.2572184e-001,-1.6541435e+000,6.8185031e-001,-8.6384900e-001,2.7897799e-001
-7.1794897e-001,-1.4821425e+000,7.5762882e-001,-6.1428683e-001,7.4573489e-001,6.0096542e-001,-7.2671372e-001,3.6012152e-001,1.5667364e+000,-1.8334501e-001,3.8258542e-001
9.4789525e-001,1.7074188e+000,-7.4493796e-001,-1.6415702e+000,-7.8270168e-001,1.2698736e+000,1.7584970e+000,1.4738122e+000,4.6898875e-001,5.6618451e-001,-1.8510124e-001
-4.8405443e-001,2.9635961e-001,-1.1175239e+000,-1.0573313e+000,-2.3372361e-001,-1.5305564e+000,-2.0888757e-001,-1.1575769e+000,-1.0083571e+000,1.3353912e+000,2.5635374e-001
-3.4579587e-001,-1.1409944e+000,1.5466510e+000,1.2763149e-001,9.4451336e-001,-6.1954571e-001,-1.2057170e+000,-3.6311533e-001,1.0188989e+000,-1.2983448e+000,1.5760316e+000
-3.5883144e-001,-9.8736363e-001,8.3572565e-001,-4.1894425e-001,-5.7476039e-001,1.4066282e+000,-1.3795773e-001,-7.3817158e-001,-8.9000384e-001,-1.4130161e+000,8.0630325e-001
4.4934747e-001,5.1451373e-001,-4.6154530e-002,7.7369928e-002,5.1952083e-001,3.4119299e-001,-1.1866060e+000,-1.5041540e-001,-9.5151553e-001,-1.1262372e+000,-1.0418909e+000
4.1729272e-002,5.4992182e-001,-8.0872045e-001,-5.3362339e-001,-2.0683551e-001,-8.6160028e-001,1.6257508e+000,-1.4014619e+000,-6.5118743e-001,8.2461814e-001,-1.0358185e+000
-2.6990137e-001,1.6646006e-002,-4.7569170e-001,1.5453288e+000,1.7143013e+000,5.8716593e-001,-5.9506933e-001,9.0596752e-001,-1.4382137e+000,-5.5128244e-001,1.6245648e+000
-2.1912646e+000,-1.9839138e+000,-1.0286300e+000,-1.4977124e+000,-6.6637544e-002,-1.1069392e+000,1.5502860e+000,-1.1807660e+000,-4.3842622e-001,-1.9266580e-001,-6.4217643e-001
5.2649142e-001,-1.7151834e-001,1.3777952e+000,-6.2040752e-001,-5.7175313e-001,-4.0624568e-001,-4.1754984e-001,-7.2203534e-001,1.1764620e+000,5.1649986e-002,-8.5067335e-002
9.0002312e-001,6.4720012e-001,5.8300456e-001,1.0313275e+000,-4.2027535e-001,-9.4578193e-001,1.2439733e+000,1.4901883e+000,-4.8121977e-001,5.9447642e-001,-1.2433057e+000
2.8360321e-001,-2.9620557e-001,1.2748389e+000,-3.2315945e-001,-1.0499979e+000,4.3142530e-001,7.6358327e-001,-1.3340074e+000,9.1437710e-001,-1.3437355e+000,3.3328120e-001
-1.3853239e+000,-7.9967519e-001,-1.2831082e+000,1.3625820e+000,5.5793698e-001,-2.0014123e-001,-5.2007301e-002,9.0633017e-001,4.4653797e-001,1.2792455e+000,1.4562032e+000
5.3106720e-001,1.7065945e+000,-1.7251183e+000,6.8796182e-001,-4.7851662e-001,6.5723113e-001,8.6852408e-001,6.5707097e-001,-1.5691773e-001,1.0124400e+000,6.2045261e-002
-1.0257858e+000,-1.0708590e+000,1.9783714e-001,8.1731547e-001,1.7096821e+000,-3.2522186e-001,-5.4200872e-001,-7.2523096e-001,1.0779165e+000,-6.1103198e-001,1.3792510e+000
-1.3648313e+000,-4.2980560e-001,-1.6302452e+000,1.4505200e+000,9.7971954e-001,2.9945792e-001,-1.3448942e+000,-1.6957494e-001,1.0906964e+000,-8.6677906e-001,2.0173480e+000
7.5726992e-001,1.1659700e+000,-2.5837266e-001,1.2544702e+000,-4.8072267e-001,-8.9842155e-001,-1.5661285e+000,-1.4676418e+000,6.2682427e-001,1.4355056e+000,-7.9961697e-001
4.0191170e-001,4.9101007e-001,-4.4110205e-002,7.0747974e-001,1.4388238e+000,8.0296331e-001,3.0072121e-001,1.5593553e+000,3.9676561e-001,-1.1772599e+000,-6.7838137e-001
9.8267973e-001,7.8780480e-001,7.2505869e-001,-1.1753131e+000,1.3973506e+000,1.6151687e+000,-4.2202396e-001,-5.8686063e-001,4.1322029e-001,1.2129379e+000,-1.5351666e+000
-1.9972713e-001,2.4929007e-001,-1.3680803e+000,-2.3313249e-001,-1.1646345e+000,-1.1008161e+000,-9.0538883e-001,-9.7193995e-001,-1.9351008e+000,-3.6237242e-002,2.9515407e-001
-1.1890396e+000,-1.2277438e+000,-4.3167536e-001,-1.2102045e+000,-1.3007709e+000,-4.4149124e-001,2.4830462e-001,-1.3310166e+000,4.8309431e-001,1.2408838e+000,-1.5144274e-001
-1.5982205e+000,-1.5794381e+000,-5.9208976e-001,-8.3024909e-001,6.9835513e-001,1.4647131e+000,-1.0466658e+000,-8.8948844e-001,-6.0580887e-001,1.9468916e-001,-2.6981856e-001
1.9762429e+000,1.7154289e+000,9.1393707e-001,4.3164512e-001,1.7220522e-001,-1.4966892e+000,2.0735822e-001,4.4030925e-001,1.2147298e+000,1.5020054e+000,6.3583305e-001
6.9004148e-002,-9.8081519e-002,-1.6627360e-002,6.4756701e-001,1.7178466e+000,1.2330475e+000,-4.6324994e-001,3.6200419e-001,6.6431538e-001,1.0065986e+000,7.9447882e-001
-1.1640301e+000,-4.7389300e-001,-1.6348788e+000,-1.6232814e+000,-7.6417170e-001,1.2612842e+000,7.2134897e-001,-5.7796760e-001,6.2700046e-001,1.5201565e+000,7.4607090e-001
8.0373050e-001,1.4469585e+000,-8.1250412e-001,2.0851717e-001,-1.5128678e+000,-1.7059882e+000,1.5639076e+000,-1.5366132e+000,1.7753654e-001,1.4587463e+000,-4.1445500e-001
6.1383792e-001,-2.2929127e-001,1.0726943e+000,1.6719630e-002,4.1449374e-001,1.3473832e+000,-6.9392524e-001,-1.3855029e-001,1.3899447e+000,-1.3738278e+000,4.1985487e-001
-1.3780456e+000,-1.1823931e+000,-1.5713727e+000,-1.1686853e+000,-1.5161640e+000,-1.2994589e+000,1.4068314e+000,1.4484975e+000,-1.7153869e+000,1.0603027e+000,2.5945120e-001
5.0266992e-001,4.8648901e-001,5.2020621e-002,6.0674915e-001,1.0333613e+000,9.8463756e-001,-7.0573777e-001,-3.7892306e-001,-1.4470618e+000,1.4695780e+000,-1.0701547e+000
-1.4497750e+000,-1.2161048e+000,-1.0637362e+000,1.6361137e+000,-1.2509755e+000,1.0454542e+000,-1.1861445e+000,3.1722219e-001,-1.2690732e+000,-5.4406338e-001,8.0759134e-001
-2.5652901e-001,-1.0668687e+000,1.1003387e+000,-3.9537530e-001,1.1521548e+000,1.4637257e+000,-7.4364495e-001,-1.6060142e+000,1.4095590e+000,-5.2156452e-001,1.0690185e+000
-1.3798390e+000,-8.9797682e-001,-1.1658828e+000,-1.5988539e+000,1.2992834e+000,-4.2047363e-001,5.3848281e-001,4.5043186e-001,5.0581718e-001,-8.0295563e-001,2.4494861e-001
-4.4952469e-002,1.3419317e+000,-1.5743524e+000,1.0661997e+000,-1.3292737e+000,-4.9119032e-002,6.2780040e-001,1.5015008e+000,-4.1343242e-001,-7.7073344e-001,-9.4771465e-001
-1.4240123e+000,-8.9878385e-001,-1.7173307e+000,-1.3151563e+000,4.4493287e-002,-1.3957615e+000,9.4219249e-001,-1.1286653e+000,1.1588781e-001,1.1121252e+000,4.9140641e-001
-1.0206934e+000,-9.3112955e-001,-7.6857941e-001,1.4372181e+000,1.1138840e+000,-4.1136031e-001,-4.7494959e-001,1.5331026e+000,1.1604098e-001,-3.1531614e-001,1.6930208e+000
8.9944447e-001,6.9016690e-001,8.0893858e-001,5.4826339e-001,-1.2929785e+000,-7.8598281e-003,1.8236695e+000,1.1460702e+000,-1.4387787e+000,-5.3328028e-001,-1.3644089e+000
3.8097925e-001,6.1093320e-001,-4.2177119e-001,4.0061697e-001,1.3948194e-001,-1.4408472e+000,-5.7733979e-001,-9.1377796e-001,7.8119612e-001,6.1995840e-001,-1.0304147e+000
5.7397867e-001,2.7109232e-001,1.0426168e+000,1.1674038e+000,1.0163611e+000,-3.0555186e-002,1.9305657e-001,-1.7820580e-001,6.3984470e-001,1.2875781e+000,-2.5352464e-001
-4.2310976e-001,2.2223823e-001,-1.0593001e+000,-2.9861986e-001,-6.5692894e-001,-1.5809701e+000,1.1987065e+000,-8.2530311e-001,-1.3876345e+000,-1.5800142e+000,5.5249726e-001
2.2049232e+000,1.6121299e+000,1.5876873e+000,3.3748492e-001,-7.7259818e-001,9.6311685e-001,-3.1435600e-001,-1.6592717e+000,-1.4959909e+000,-1.0875687e+000,4.0249167e-001
9.3825464e-001,8.2993887e-001,6.5949532e-001,-1.3591665e+000,1.2853627e+000,-1.0742155e+000,1.2239115e+000,1.2166396e+000,-6.6614112e-001,5.9192869e-001,-1.7438516e+000
8.3199792e-001,6.4101842e-001,4.6717507e-001,-1.5300135e+000,2.5212466e-002,-1.2619343e+000,1.6021741e-001,-1.1284173e+000,8.8710425e-001,1.3775238e+000,-2.3231699e+000
1.0188531e+000,1.1828917e-001,1.3626408e+000,6.0506493e-001,-4.0539038e-002,5.5693560e-001,-9.5972242e-001,1.4661185e+000,-5.8411406e-001,-1.6795704e-001,-7.6158701e-001
1.7049278e+000,1.2080674e+000,1.0443781e+000,-5.8471768e-001,-4.2887056e-001,1.1641227e+000,1.2877119e+000,1.0844554e-001,8.2070412e-001,9.4840478e-001,8.4922339e-001
1.5917316e-001,2.1181484e-001,6.3996026e-001,1.2586207e+000,-1.2763911e-002,9.4467064e-001,1.0792982e+000,6.3299576e-001,1.0960971e+000,-1.0741514e+000,2.3895626e-001
4.8414145e-001,9.9595838e-001,-9.1579463e-001,1.6226619e+000,-1.4591902e+000,-8.1906093e-001,-1.3795373e+000,4.3551992e-002,-1.1394170e+000,-7.3378462e-001,-1.2109465e+000
