"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26"
-1.4346686e-001,6.0717668e-001,9.0386581e-001,-4.9696519e-001,1.7879007e-001,1.9550605e+000,1.4586041e+000,-6.4605642e-002,6.4164100e-001,1.6118048e+000,5.7288738e-001,-1.3416251e+000,6.3622909e-003,-1.0285043e+000,6.4421757e-001,-1.5587277e+000,1.0655916e-001,6.1618682e-001,2.8113293e-001,-3.7029897e-001,7.0794302e-001,-1.7393938e+000,-1.0918483e+000,-7.3935847e-001,4.8998482e-001,-4.8290315e-001
-6.1953133e-001,-1.4195295e+000,-9.0296313e-001,1.1593347e+000,-8.0805665e-001,1.7625675e+000,9.2871986e-001,8.9387723e-001,-1.3895485e+000,1.5773767e+000,-1.5855085e+000,-3.3267351e-001,1.6731577e+000,3.1360522e-001,-9.3528766e-001,1.7523406e+000,1.4766302e+000,1.2321369e+000,3.5019331e-001,1.6922149e+000,1.3654581e+000,1.4051386e+000,-1.4828062e-001,2.3658022e-001,-3.6956593e-001,4.9866298e-001
-1.5800200e+000,-1.2614608e+000,-7.9840021e-002,6.1943213e-001,-4.6603612e-001,1.3028273e+000,2.3397996e-001,1.5119186e+000,-1.3636190e+000,1.6640521e+000,-8.9603168e-001,-1.0166856e+000,-1.4840695e+000,1.1820663e+000,1.7969915e+000,1.6882590e+000,1.6348940e+000,8.2543617e-001,1.6612945e+000,-6.6098334e-001,9.8064342e-001,3.9679820e-001,-5.4210159e-001,-4.1901080e-002,8.7683125e-002,1.0061271e-001
7.7504570e-002,9.2122517e-001,3.4893200e-001,2.1979634e-001,6.1419697e-002,1.7777801e+000,3.7129322e-001,1.7282428e+000,6.9335511e-001,4.1111581e-002,-3.1093314e-001,-1.3004206e+000,8.2201916e-002,-6.8103667e-001,-9.4696929e-001,-5.1417156e-001,1.4344611e+000,8.9980442e-001,-1.2398581e+000,-1.0534715e+000,7.8235880e-001,8.2785703e-001,-1.7304204e-001,-1.6289879e+000,-1.2511499e+000,-1.3281448e+000
-2.2760116e-001,-1.0339575e+000,-1.0838170e+000,9.3283898e-001,-8.0692476e-001,-7.4557837e-002,-7.4842161e-001,2.9579019e-001,-1.7562261e+000,5.3668507e-001,1.3506259e-001,1.0815318e+000,1.1559693e+000,-8.6064691e-001,-1.3897317e+000,-1.3779601e+000,-1.2590615e+000,3.4163280e-001,8.9586598e-002,8.1681178e-001,-1.1930627e+000,-8.9753464e-001,-5.7386681e-002,9.5509267e-001,-1.1556407e+000,1.1077864e+000
5.8273596e-001,1.1391155e+000,-1.3506126e+000,-1.7509196e+000,-9.6793689e-001,-2.9905198e-001,3.0178516e-001,-8.5046462e-001,2.7853180e-002,8.2100418e-003,1.1963495e+000,-1.2223146e+000,-2.0633624e-001,1.0784284e+000,1.4677876e+000,-3.6249602e-002,1.0936805e+000,-8.4250888e-001,9.7462087e-001,-2.9672906e-002,-1.5223991e+000,1.6120879e+000,1.2103047e+000,-6.7271266e-001,-7.3216258e-001,-1.9818492e+000
6.8454015e-001,-2.6164043e-001,-5.0378229e-001,4.1847143e-001,-3.1170229e-001,-1.0111416e+000,-1.6691309e+000,-1.3760954e+000,1.7328970e+000,1.2897672e-001,-1.4582182e-001,5.4590730e-002,-2.8403805e-001,-1.4879285e+000,-8.2393090e-001,8.6952734e-001,1.4052758e+000,1.4977465e+000,1.4077489e+000,-1.4105450e+000,-7.4333804e-001,1.6714080e+000,-1.3159205e-001,7.4639253e-001,1.6438268e+000,6.4785323e-001
-1.3504817e+000,-7.4038166e-001,3.4809522e-002,4.0087308e-001,-9.4306235e-001,2.1262987e-001,-5.6483805e-002,-4.2723208e-001,7.3350074e-001,5.2956805e-001,1.1356317e-001,1.4212810e+000,-1.1245257e+000,7.8422072e-001,-1.5304159e+000,-5.5392051e-001,-1.0733348e+000,4.0199461e-001,-8.3666978e-001,6.0097078e-001,-2.4892933e-001,-1.3182439e+000,-1.2017761e+000,4.9936564e-001,-6.6386511e-001,-1.9575279e-003
-1.6814052e-001,-5.4872178e-001,-8.7535990e-001,-9.5132317e-001,-6.5008491e-001,-8.5889282e-001,-1.0048701e+000,-5.4823974e-002,-4.4327180e-001,-1.5096088e+000,1.1304617e+000,-3.6628356e-001,-1.6618673e+000,-9.0158282e-001,8.4637393e-001,-1.2076631e+000,1.1394835e+000,6.7663960e-001,1.4067688e+000,7.9900842e-001,-9.5263636e-001,1.5603546e+000,-6.4226823e-001,-1.2811484e-001,8.1658373e-001,8.9977176e-001
2.4425593e-001,1.2926011e+000,-4.8636394e-001,-1.3704003e+000,-4.8722798e-001,8.1282773e-001,1.2371651e+000,-7.0205708e-001,-7.2719759e-002,4.1430861e-001,9.4037338e-002,8.9552968e-001,-3.6136016e-001,7.9054063e-001,1.0544132e+000,-6.7840170e-001,1.5156673e+000,-2.0443224e-001,8.5766907e-001,-1.9696172e-001,1.5059084e+000,7.1265608e-001,-5.7192686e-001,-1.6219562e+000,3.9581547e-001,-2.4812176e+000
8.6404546e-001,1.4760545e+000,1.4464372e+000,3.1492177e-001,1.1903713e+000,-3.3913015e-001,6.9839138e-002,1.1903088e+000,1.4844517e+000,7.4144656e-001,-1.0775939e+000,-8.8853726e-001,8.8487923e-001,1.0066171e+000,6.1298437e-001,-7.6548712e-001,-5.5132067e-002,-9.6220628e-001,1.1563222e+000,1.0973445e+000,5.2181523e-001,3.2202492e-001,1.5827466e-001,1.3859277e-001,1.1085719e+000,-4.1701241e-001
5.5549344e-001,7.8045733e-001,-5.2522750e-002,-9.7199445e-001,-2.5905912e-001,-1.0233413e+000,9.1134297e-001,-1.3790877e+000,-5.2182855e-001,-1.1478117e+000,-1.2293555e+000,-9.5483568e-001,1.7120164e+000,-2.4810890e-001,9.3178046e-001,1.0451120e+000,-6.9589688e-002,-4.2078757e-001,-1.3528224e-001,-1.2761162e+000,1.8769623e-002,9.5332275e-001,-6.3991289e-001,1.0011230e+000,1.5822388e+000,-2.0156351e+000
-2.3165117e-002,3.0436522e-001,4.5645758e-001,-1.9103028e-002,6.8422000e-002,-1.4271238e+000,-1.7294473e+000,1.0936766e+000,1.1178280e+000,-8.1872695e-001,-1.3449888e+000,-1.0425153e+000,-8.0602049e-001,-1.1707439e+000,4.6311373e-001,8.2780157e-001,-8.6128136e-001,-1.1325852e+000,1.5505897e-001,-1.1516087e+000,2.6919893e-001,1.4521086e+000,1.1707096e+000,1.4433747e-001,-1.1601445e+000,1.0326880e-001
1.2789316e+000,1.4788010e+000,1.0114265e+000,-8.5224911e-002,1.0997012e+000,-4.9165748e-001,-1.3174163e+000,1.6766065e+000,-1.7841266e-001,1.2402882e+000,-8.6844229e-001,-9.8377341e-001,1.1087047e+000,-3.8903155e-001,1.4638724e+000,-1.3007482e-001,1.5086637e+000,1.5847632e+000,-9.1478266e-001,2.0225240e-001,7.2269669e-001,-1.6892823e+000,1.2796701e+000,6.5826273e-001,3.0034156e-001,4.1629302e-001
5.2020425e-001,1.3444740e+000,1.1670219e+000,6.7067684e-001,9.9024453e-001,-1.3156280e+000,-1.5760812e+000,-1.5250606e+000,1.0544361e+000,-4.9551446e-001,-7.5841042e-001,1.1390001e+000,7.4910715e-001,1.5792024e-001,4.3015178e-001,1.1451095e+000,-1.2199339e+000,-9.6088680e-002,-1.1275518e+000,5.9914383e-001,-6.1998842e-001,5.8506720e-001,3.3127045e-001,-1.3670271e+000,7.7584555e-001,-1.3077275e+000
-1.8663039e+000,-1.4933366e+000,-1.1469952e+000,-1.4525307e+000,-6.9866232e-001,-6.1645168e-002,-6.1838132e-001,-9.5538958e-001,-3.7630417e-001,1.5222061e+000,1.4894592e+000,1.8213771e-001,8.0498651e-001,-5.0129157e-001,1.5328405e-001,1.7399059e+000,-1.3856922e+000,1.6205961e+000,9.2227865e-001,2.7269609e-001,-7.8126770e-001,-1.5891812e-001,8.1639439e-001,-1.2468874e+000,2.0807809e-001,-4.3658378e-001
-1.5387957e+000,-1.2393663e+000,-1.3591644e+000,-6.0297794e-001,-8.1436053e-001,-4.0120527e-001,-3.1725557e-002,-1.5330055e+000,3.2564809e-001,1.0535776e+000,1.6943471e+000,1.5497552e+000,9.1079262e-001,9.3043846e-001,1.1882017e+000,-1.1561875e+000,-2.2812586e-001,-9.1070207e-001,-3.9797955e-001,-1.0846007e+000,8.9698971e-002,4.0649183e-001,-6.0877441e-001,1.6528892e+000,1.6359903e+000,-1.8345305e-001
6.2075190e-001,1.6880093e+000,2.4670381e-001,-1.0890823e+000,5.8038841e-001,-8.4975118e-001,-9.3102572e-001,-8.3625615e-001,1.2152651e+000,-1.0993513e+000,2.5561693e-001,9.3605085e-002,1.5641323e+000,9.6515375e-001,-2.8226501e-001,-1.5875584e+000,1.3908583e-001,-6.5269555e-001,1.1132713e+000,1.0260059e+000,5.7254020e-001,1.2143268e+000,2.5927193e-001,2.9525132e-001,1.0172476e+000,-1.3575168e+000
-1.4370158e+000,-6.6295134e-001,-4.9903155e-001,4.7430921e-001,-5.1934533e-001,-1.1077984e-001,-3.1792615e-001,1.6071391e+000,-8.1155340e-001,-1.7273473e+000,-2.9043329e-001,1.0442684e+000,-1.1782445e+000,1.5002710e+000,-1.1695216e+000,5.0545640e-001,-2.3357957e-001,-9.8546439e-001,1.7023310e+000,-1.3216755e+000,-1.0097684e+000,8.4998925e-002,1.0518563e+000,1.3875133e+000,3.5722185e-002,5.1725942e-001
-1.6953311e-002,7.2702058e-001,-4.1806700e-001,-1.4911390e+000,-1.5093158e-001,-1.0991756e+000,-1.4469738e+000,-2.5703262e-002,-1.2801027e+000,-3.6191923e-001,1.4361169e-001,-7.5486965e-001,-4.8816290e-001,1.7507207e-001,-1.0289980e-001,1.0857722e-001,-7.2824313e-001,-1.0211167e+000,-5.3317234e-001,-1.1329124e+000,-1.5955483e+000,-1.6991994e+000,-1.6150421e+000,-6.8380708e-001,1.3499532e+000,-1.2887603e+000
1.7216327e-001,-7.4296381e-001,-1.2328427e+000,-1.7281983e+000,-8.3409275e-001,9.2491686e-001,1.2894550e+000,-3.6958325e-001,-1.0072304e+000,8.4368978e-002,-4.5761665e-001,-3.9140505e-001,5.8986128e-001,1.5252720e+000,1.0157110e+000,9.2656620e-001,1.1824702e+000,3.6245837e-001,9.1333188e-001,-1.6403668e+000,1.3823667e+000,-1.6550990e+000,-1.1348721e+000,6.1644234e-001,1.6609261e+000,5.5945719e-001
9.2597401e-001,9.6312752e-001,3.5206137e-002,-4.3504038e-001,2.8771509e-001,-1.2975531e+000,-1.7331530e+000,-9.2024369e-001,4.2026839e-001,-5.2136430e-001,7.4529725e-001,-1.3185384e+000,-1.6233716e+000,1.2044942e-001,-8.3514098e-001,-9.1840876e-001,-1.5037759e+000,2.9331512e-001,-1.0350020e+000,1.3337058e+000,-4.3160218e-001,1.3246074e+000,4.0443256e-001,3.3950546e-002,-9.0669826e-001,-1.9011736e+000
-1.2224379e+000,-1.0842671e+000,-4.6117017e-001,-1.2534470e+000,-7.5373500e-001,2.6575622e-002,3.3630913e-001,1.4106806e-001,-5.7672076e-001,-9.9916900e-001,5.7456170e-001,-1.6648958e+000,-5.5211805e-002,-1.3107129e+000,-6.5021634e-001,1.3691503e-001,-5.0672929e-001,-1.0721117e+000,1.5413223e+000,1.4338281e-001,1.1031320e+000,-1.3434606e+000,1.8728724e-001,7.5971272e-001,-1.0446060e+000,-5.1561159e-001
-1.0394701e+000,-8.0593609e-001,-1.3353813e+000,-1.5674180e+000,-1.0668899e+000,-1.0548053e+000,-1.2649783e+000,1.2188564e+000,-6.0297980e-002,-9.1483391e-001,2.2446499e-001,-7.0268227e-001,1.2100382e+000,-3.8513509e-001,8.7485420e-002,8.7697360e-001,1.2784180e+000,-4.5080927e-001,1.0288173e+000,-1.1859082e+000,-1.1330368e+000,-5.6883996e-001,4.6690839e-001,-6.5797673e-001,7.8894280e-003,2.2753276e-001
-4.2136780e-001,-4.2719127e-001,-7.3398840e-001,-1.2392910e+000,-4.6786244e-001,-2.5178108e-001,-3.3404815e-001,-1.6688838e+000,1.0481526e+000,1.5336053e+000,3.1361064e-001,1.6219202e+000,2.0439492e-001,-1.7312307e+000,1.4803584e-002,-1.5978578e+000,2.9880191e-001,1.3832386e+000,-8.9866587e-001,1.8862502e-001,1.2668244e+000,1.6323019e-002,-1.6476459e+000,1.3995377e+000,-1.6951948e+000,6.9402217e-001
-1.1604139e+000,-9.1067176e-001,-7.3453594e-001,1.2394928e+000,-7.6197879e-001,-4.8376098e-003,-7.8920309e-001,1.5300840e+000,-1.2962416e+000,7.2173314e-001,7.9831446e-001,-2.3292004e-002,1.2778185e+000,5.4829009e-001,-1.6417235e+000,4.0539568e-001,1.8521146e-001,4.3147296e-001,-8.8778669e-001,1.3374074e+000,1.3466403e+000,1.4430571e+000,9.2556449e-002,-1.4872202e+000,-8.1247692e-001,7.8030845e-001
2.0395399e+000,1.4018013e+000,2.7829079e+000,1.4089875e+000,3.8647445e+000,8.5781269e-001,3.3165326e-001,2.8096323e-001,-1.2468645e+000,1.6640614e+000,-1.7450001e-001,-1.1659639e+000,1.4776360e+000,1.3744481e+000,-1.2427665e+000,-1.8264077e-001,-2.2439966e-001,-3.3794256e-001,1.6002608e+000,-1.3372273e+000,-6.1341914e-001,5.9993087e-001,1.2186415e+000,-3.5108247e-001,1.7407497e-001,3.3097954e+000
-1.2285971e+000,-8.0916690e-001,-6.4977847e-001,4.4937583e-001,-7.8199692e-001,1.0327490e+000,1.4530608e+000,1.6183244e+000,8.6842410e-001,-1.2926339e+000,1.3194143e+000,1.2701282e+000,1.0060143e+000,-1.8886692e-001,-8.4659811e-001,1.1869173e+000,-4.6400719e-001,-9.3689976e-001,5.9279197e-001,-4.0349283e-001,-2.5676500e-001,-1.2387245e-001,-2.9818360e-001,1.6909059e+000,3.0994439e-001,6.1024563e-001
-5.1005302e-001,-1.5206783e+000,-1.0628436e+000,-2.0263862e-001,-8.3829571e-001,-9.9305655e-002,1.7543880e+000,-1.1022245e+000,7.1115111e-001,1.3822702e-001,1.6738467e+000,-1.1063350e+000,6.3282930e-001,-1.6252697e+000,4.5730910e-002,8.6027986e-001,-6.8802260e-001,-2.6369090e-001,8.7298838e-001,-5.3228593e-001,-1.3452722e+000,-1.1192908e+000,3.8168146e-001,1.2610190e+000,1.1005525e+000,5.3909725e-002
1.4913044e+000,8.3258981e-001,1.4521500e+000,1.0489724e+000,1.8939940e+000,-7.7865348e-001,-6.1197261e-002,-7.2081742e-001,5.2623306e-001,-1.1890024e+000,4.3315134e-001,-7.8449467e-001,-6.5748728e-001,-6.3804382e-001,8.8073955e-001,-5.7384665e-001,-1.1007243e+000,1.6036071e+000,1.4105992e+000,-8.1036423e-001,-1.4199737e+000,2.2872024e-001,1.4048506e+000,5.9083084e-001,1.5660515e+000,-3.7472020e-001
1.2089513e+000,1.2564200e+000,1.1681759e+000,4.6200147e-001,1.3208478e+000,3.0704094e-002,-2.3270948e-001,1.5267015e+000,4.3148149e-001,-7.0838856e-001,-1.6550476e+000,1.1779092e+000,1.8071941e+000,-8.3922927e-001,-1.5002589e+000,1.5436226e+000,1.9574145e-001,-1.1725512e+000,-1.7854843e-001,1.7017611e+000,5.1089662e-001,-1.2399351e+000,-9.5491974e-001,1.0973203e-001,3.8144372e-001,-6.0496507e-002
1.2527349e+000,1.3238097e+000,5.6426403e-001,-2.0496285e-001,7.8075826e-001,1.1213666e+000,1.1508283e+000,8.1615193e-001,-1.1738155e+000,-4.5615655e-001,-1.5245719e+000,1.5439764e+000,7.0174272e-001,1.9803014e-001,-2.6261904e-001,1.4145977e+000,-9.8981101e-001,1.1692754e+000,-6.4396428e-001,-2.8067348e-001,1.5952085e+000,6.3684974e-001,6.9670885e-001,1.3016032e+000,1.2600746e+000,-1.1070953e-001
1.4531971e+000,7.3926354e-001,-9.0758872e-001,-1.7739119e+000,-5.0139831e-001,-1.4109150e+000,-4.4586837e-001,-8.2899325e-001,-7.9252438e-001,-1.5017448e+000,1.4487007e+000,-1.2695071e+000,-6.9194578e-001,-1.6559368e+000,-2.9370206e-002,8.7242630e-001,9.1545269e-002,-6.3062470e-001,5.7482606e-001,1.6880381e+000,1.5532945e+000,-8.1561318e-002,-2.5760080e-001,-6.2355674e-001,-7.3901248e-001,-1.9498861e+000
1.4336892e+000,1.6546325e+000,-3.2857204e-001,-7.5118768e-001,7.3359676e-002,-1.7370702e-001,1.1309589e+000,-9.0007366e-001,-1.5816437e+000,-5.0823641e-001,-6.4039565e-001,-9.0172377e-001,3.8277644e-001,8.0225650e-001,1.1652092e+000,1.0477079e+000,-3.8068663e-002,-1.0571695e+000,-5.1602564e-001,2.0928462e-001,9.9867141e-001,1.3254004e-001,-1.3966541e+000,-1.3560308e+000,-3.7936962e-001,6.0383862e-001
4.8973715e-001,4.5186659e-001,8.6057104e-002,-4.3772274e-002,-2.1391912e-001,-1.4460743e+000,-1.1273249e+000,-3.6972150e-001,-8.3226342e-001,-1.1404498e+000,9.5685063e-002,-1.4252588e+000,-1.2560736e+000,-4.1585862e-001,-5.8882240e-001,-4.6502423e-001,-1.0164920e+000,-6.8472992e-001,1.2400610e+000,-1.2125376e+000,-9.1987699e-001,-1.8075468e+000,1.4963006e+000,-1.4017685e+000,1.3879405e+000,-1.4589046e+000
7.3751761e-001,3.9063905e-001,1.1391571e+000,1.6245101e+000,1.0192488e+000,-1.4119074e+000,-1.7245022e+000,3.7645414e-001,-1.6771829e+000,-1.5530163e+000,-1.3368057e+000,1.6022128e+000,4.4274614e-001,-1.6194223e+000,1.1856513e+000,8.0619768e-001,1.5002682e+000,1.3969399e+000,9.0331514e-001,-1.2385924e+000,-1.2189910e+000,9.7198158e-001,-6.4567437e-001,-1.5247463e+000,-5.8341230e-001,-4.4894763e-001
-1.2731295e-001,4.4368649e-002,-6.3133368e-001,-1.5315511e+000,-1.4561930e-001,1.0070023e+000,-2.8503072e-002,1.0889742e+000,-4.3675907e-003,5.5895855e-001,1.3482332e+000,-3.7957702e-001,-7.0166127e-001,-6.3683879e-001,7.0481305e-003,1.2764227e+000,-7.9134192e-001,3.7808811e-001,9.7055245e-002,-1.2786047e+000,-1.5997323e+000,-1.0036816e+000,1.3897409e+000,5.0254170e-001,-1.6349305e+000,2.6481905e-001
1.3454177e+000,1.2427723e+000,1.9204205e+000,1.1298460e+000,2.2309147e+000,-8.9593149e-001,7.4193502e-003,7.0229373e-002,-8.7666765e-001,2.7218774e-001,-1.4341943e-001,-4.9180055e-002,2.5452619e-002,-1.5788434e+000,7.5088280e-002,-1.2134831e+000,-9.1229210e-001,1.0978047e+000,-2.1604655e-001,-1.3798074e+000,-1.3556008e+000,-1.5375989e+000,1.1981031e+000,3.7912877e-001,6.2486054e-001,7.3816372e-001
-8.7255677e-001,-2.8890592e-001,-1.9618312e-001,9.8985104e-003,-6.2724234e-001,4.2292028e-001,2.5292505e-001,1.3635477e+000,1.3561037e+000,-6.2328821e-001,-1.2849289e+000,-1.2693900e+000,-1.6338197e-001,-5.9249490e-004,-9.0704933e-002,1.2854503e+000,9.5301402e-001,5.2578642e-002,7.6650119e-001,1.2374502e+000,-8.1929981e-001,-1.4343092e-001,-1.2032266e+000,1.0393956e+000,9.0011929e-001,7.6614834e-001
3.1622683e-001,1.0059100e+000,1.6806662e+000,9.3504703e-001,1.5608955e+000,1.0295815e+000,1.6443088e+000,-4.9874129e-001,-1.2158267e+000,5.3811568e-001,1.3973442e+000,8.2715532e-001,-8.9137028e-001,-1.5945439e+000,-3.3423655e-003,-1.5300738e+000,-5.5268653e-001,-1.7270739e+000,-1.2459664e+000,-1.4601609e+000,1.2334204e+000,1.4622056e+000,1.5484036e+000,8.8138297e-001,2.0234122e-001,-8.2462539e-001
-9.5207926e-001,-1.0110369e+000,-9.6266940e-001,-1.7055029e+000,-8.1411627e-001,6.6898586e-001,-4.7073513e-001,-8.8491028e-002,-1.1119294e+000,1.6690323e+000,1.3592602e+000,6.0627025e-001,1.1578669e+000,1.4119901e+000,1.1462507e+000,-8.6906588e-001,2.2085909e-001,-3.8615212e-001,3.8069772e-001,5.3297956e-001,-5.1461224e-001,-9.6696121e-001,-8.4549373e-001,-1.7053345e+000,4.2272232e-001,5.5342173e-002
6.6242260e-001,9.9183453e-001,1.1713529e+000,6.9458731e-001,8.9708551e-001,-5.3180392e-001,-8.0863324e-001,-7.2436120e-001,-1.0173932e+000,5.9633032e-001,-6.7702383e-001,1.1522511e+000,7.0230010e-001,-5.7139789e-001,-1.3531789e+000,-5.6692794e-001,-1.3620975e+000,-5.3363865e-001,1.4286082e+000,-6.2948997e-001,7.6765647e-002,-1.6179444e+000,1.5911274e+000,8.7237621e-001,-1.4099792e+000,-1.3943293e+000
1.1005580e+000,9.4618741e-001,1.9692284e+000,1.4086223e+000,1.9792271e+000,-5.6901285e-001,-1.3588774e+000,2.2637246e-001,-6.5310167e-001,-6.1933655e-001,-1.0350713e+000,1.2097474e+000,9.9325670e-001,1.4781126e+000,-9.2673885e-001,-1.6332852e+000,-8.0780262e-001,-1.1675381e+000,9.4434763e-001,-4.0323534e-001,-4.3699166e-001,6.6698924e-001,5.0179379e-001,4.3321068e-001,-1.4135488e+000,-3.3727801e-001
1.4088100e-001,9.0496967e-001,-7.9890958e-001,-1.0233638e+000,-5.1754514e-001,3.6969121e-001,-2.4774759e-001,1.0214012e+000,-3.3532418e-001,-1.9031609e-003,-1.0588247e+000,-1.4056360e+000,2.9661946e-001,1.6751210e+000,1.8631827e+000,-6.6353046e-001,7.4808836e-001,-4.3225504e-001,3.6196838e-001,-1.3349791e+000,1.2186940e+000,1.1801652e+000,-1.4991243e+000,1.0084638e+000,2.0082215e-001,-1.5431444e+000
1.1908286e+000,9.9081983e-001,2.0636888e+000,1.4881977e+000,2.2687821e+000,-1.0730787e+000,-1.0642326e+000,5.0389378e-001,3.6463614e-001,1.7485909e-001,-1.5925563e+000,1.6165181e-002,1.1959246e+000,-1.5313317e+000,1.2848510e+000,-1.5651271e-001,5.2094550e-001,8.0487047e-001,-1.3614623e+000,-1.5157806e+000,-1.6014247e+000,-8.4424729e-001,-3.1655082e-001,-6.1929081e-002,5.5741495e-001,1.0963981e-001
