"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11"
-3.0400883e-001,1.0628446e-002,-8.9975364e-001,-1.6682807e+000,7.5222269e-001,9.2364437e-001,7.9860763e-001,-1.1849818e+000,-2.6232423e-001,-1.0439916e+000,3.7794290e-001
-8.8791562e-001,-1.4173757e+000,6.2403158e-001,2.9214451e-001,6.1988420e-001,-2.2584236e-001,-1.0869905e+000,-1.3621939e+000,8.4078665e-001,-1.7025284e+000,2.1122070e-001
2.4961643e-001,8.5232516e-003,9.5906925e-001,-9.9340787e-001,-2.9265027e-001,8.0324379e-001,-1.6548466e+000,-7.7445679e-001,-1.1168043e+000,-4.2822612e-001,-3.8700620e-002
8.7203356e-001,3.3912084e-001,1.2706608e+000,1.2624456e+000,6.5540098e-001,1.4073895e-001,-7.6219999e-001,1.1149720e+000,-6.3974094e-001,-1.7251057e+000,-7.2728135e-001
9.4205579e-001,5.9720895e-001,6.6104170e-001,-1.2045334e+000,-1.7931646e+000,3.6323843e-001,1.0090275e+000,4.6922624e-001,6.6265548e-001,-1.0493543e+000,-2.9208230e+000
1.7428393e+000,1.2921531e+000,1.2709762e+000,8.2370747e-001,-2.4753492e-001,6.8333014e-001,9.5636306e-001,-1.4922860e+000,-1.3619168e+000,-1.1131541e+000,1.2494800e+000
-2.0140974e+000,-1.6909886e+000,-1.1416535e+000,1.0503090e+000,9.9004515e-001,8.0699758e-001,3.5085839e-002,-8.3498589e-001,-1.3868448e-001,2.0933730e-001,5.1165011e-001
-1.2928868e-001,-5.2757152e-001,2.1859273e-001,1.6285047e+000,5.8903956e-001,5.3370335e-001,-7.8589776e-001,-1.2822794e+000,-1.2659456e+000,-3.3257814e-001,1.5968656e+000
-1.2167227e+000,-1.3181087e+000,-2.4825658e-001,7.3216549e-001,-4.8904728e-001,1.1777478e+000,9.1070340e-001,-1.0155655e+000,-2.5223504e-001,-6.2359534e-001,6.3019186e-002
-8.4826543e-002,-4.7574084e-001,7.8776847e-001,-1.7255767e+000,-3.7802724e-001,-4.5121188e-001,-1.2389427e+000,-6.3204022e-001,6.3950537e-001,3.1942958e-001,2.0128348e-001
-1.0839792e+000,-9.6868421e-001,-4.4183019e-001,-9.0316374e-001,-1.0465159e+000,1.6523807e+000,-4.7288172e-001,1.5915759e+000,3.2090861e-001,7.4702662e-002,-5.3282763e-001
-1.0347450e+000,-8.8641469e-001,-1.8066010e-001,1.2867804e+000,8.3256489e-001,-7.3420598e-001,4.9233704e-002,-3.6262622e-002,-1.1433753e+000,1.0347035e+000,7.1578842e-001
-1.1163111e+000,-9.7997739e-001,-1.2276413e+000,-9.1117443e-002,1.3589860e+000,-1.0592377e+000,-7.0064807e-001,-1.1052920e+000,-8.8201806e-001,-1.7068581e+000,5.2334099e-001
5.7125055e-001,1.4671015e+000,-1.1513446e+000,-1.7130659e+000,-1.0271932e+000,-3.2718661e-001,1.9576876e-001,1.3705242e+000,1.1961105e+000,5.4246592e-001,-1.9328068e+000
4.0342719e-001,5.7141145e-001,2.6696461e-001,-1.3323076e+000,8.4241105e-001,-9.2811805e-001,-1.0550482e+000,-5.5627222e-001,-1.0564025e+000,-7.0017341e-001,-1.4490155e+000
6.2022200e-001,1.0543399e+000,-5.9138767e-001,1.5453944e+000,-2.3863168e-001,5.5648984e-001,-7.7649192e-001,-1.5996725e+000,6.7971928e-001,1.3828122e+000,-1.2481527e+000
-1.0737970e+000,-1.1440782e+000,-8.9851019e-001,1.5884357e+000,-7.9298757e-001,-1.6278632e-001,-5.0544815e-001,8.4046218e-001,9.8983702e-001,3.7048031e-001,5.0172085e-001
-1.6809820e+000,-1.2933171e+000,-1.3229665e+000,-1.7666918e+000,-8.1247672e-001,4.7017769e-001,1.4212177e+000,1.4443487e+000,1.4438165e-002,1.4727745e+000,-1.0252408e+000
1.3035689e+000,8.1907701e-001,1.5481013e+000,-5.1363109e-001,-1.6792959e+000,1.7096483e+000,-4.4016678e-003,-1.4811143e+000,1.0040283e+000,4.3859167e-001,-1.4553206e+000
4.4025750e-001,1.0795394e+000,-1.2431277e+000,-1.4732416e+000,1.2007730e+000,-8.8050154e-001,2.3838901e-001,8.9085368e-001,2.3179915e-001,-1.1345234e+000,-1.7164366e+000
-1.3643263e+000,-1.6588730e+000,-2.1408997e-001,1.6461193e+000,1.4047764e+000,1.6572426e+000,-6.5186256e-001,-1.0449698e+000,-3.8105931e-001,-1.5225659e+000,3.3541496e-001
-7.4906544e-001,-1.3240150e-001,-9.3609961e-001,-1.5231108e+000,6.1544875e-002,-4.2397777e-001,-1.3173450e+000,-9.2331332e-001,1.2303473e+000,7.6015048e-001,4.6157815e-001
1.3412031e+000,1.0133203e+000,1.3928455e+000,-9.2936997e-002,-1.7713652e+000,-4.8403182e-001,9.4258538e-001,9.1686813e-001,1.2379973e+000,9.4128528e-001,-1.0049397e+000
7.0848843e-001,1.0854635e+000,-6.6272854e-001,1.5674950e+000,6.1561662e-001,-1.6066508e+000,1.3191914e+000,-1.5787875e+000,1.7492832e+000,1.4835207e+000,-9.6869673e-001
1.6763742e+000,8.5129383e-001,1.7841783e+000,-4.0097863e-001,-1.3840809e+000,-2.8589977e-001,-5.0054746e-001,9.7393404e-001,7.9251698e-001,5.6613116e-001,-2.1443765e-001
3.0966424e-001,4.5119870e-001,1.3937854e-001,-5.6153484e-001,1.1384504e+000,1.2760675e+000,1.7026584e+000,7.2658274e-001,-3.4006875e-001,6.3674742e-002,-1.2022232e+000
8.4656447e-001,1.3259811e+000,-8.1251011e-001,-7.5571352e-001,-9.6245091e-001,1.0405144e+000,-1.0486077e-001,-1.5083890e+000,-1.1606760e+000,-8.7197778e-001,-1.4781130e+000
-1.3113507e+000,-1.2464238e+000,-1.0457822e+000,-5.4886487e-001,-3.7175238e-001,2.8440995e-001,4.5247132e-001,2.4032312e-001,-8.0859962e-001,9.3294539e-001,-2.1741435e-001
-1.3154811e+000,-1.4514540e+000,-8.0439013e-002,3.3587668e-001,2.1271397e-001,-1.0056679e+000,-1.1001269e+000,4.5409562e-001,1.4575361e-001,1.2319182e+000,2.3969076e-002
-5.6023739e-001,-3.9379330e-001,-6.3880827e-001,9.7522840e-001,1.3858898e+000,-1.2536366e+000,5.0088361e-001,-8.6254095e-001,-8.4538445e-001,1.1711068e+000,1.4291245e+000
7.1949203e-001,1.1977115e+000,-7.1668117e-001,-6.4571111e-001,-5.2880389e-001,1.1687191e+000,-1.0569555e+000,-8.3440311e-001,-1.0757816e+000,9.3445462e-001,-1.9575355e+000
-1.6285620e+000,-1.4600966e+000,-1.3411587e+000,1.1463374e+000,-3.8424976e-002,1.1166419e+000,5.2181124e-001,1.0827436e-001,6.3177794e-001,1.0175996e+000,4.9628718e-001
-6.8668604e-002,-6.1350577e-001,7.3179484e-001,9.8626548e-001,1.4710317e+000,-1.0915102e+000,7.6063242e-001,-8.1042499e-001,8.3840890e-002,1.5442213e+000,1.3873571e+000
-7.5210868e-002,-1.8722091e-001,7.4990004e-001,-4.7210871e-001,-8.8877627e-001,3.1302874e-001,-3.7276244e-001,-1.3255952e+000,-5.9195437e-001,-1.0850536e+000,3.0368444e-001
-3.9678121e-001,-1.5031904e-001,-9.4101041e-001,1.3788510e+000,5.1854798e-001,-2.5929749e-001,-7.6030982e-001,-2.1976608e-001,1.5898315e-002,1.2094346e+000,1.8221391e+000
2.0246267e+000,1.6249500e+000,1.6850218e+000,7.6524817e-001,-8.8884891e-001,-1.9497599e-001,-1.6821304e+000,1.0770272e+000,-5.3332534e-001,-2.1039580e-001,8.2736615e-001
1.7205181e-001,1.0433085e+000,-1.3740119e+000,-3.3743508e-001,2.8273735e-001,9.1047666e-001,-1.2315689e+000,-3.1195637e-001,-1.2060036e+000,7.1636146e-001,-1.0474508e+000
2.0270474e-001,9.6941372e-001,-1.3538422e+000,2.9038572e-001,-1.2292543e+000,-1.4506021e+000,1.7235499e-001,4.1295100e-001,2.1614936e-001,-9.9282994e-001,-1.4865510e+000
-1.7042788e-001,-7.4771711e-001,8.5170391e-001,2.2646611e-001,-4.6373263e-001,-8.6283081e-001,3.2332158e-001,1.5152958e+000,-1.3734000e+000,-8.3421011e-001,8.6118566e-001
-4.5220359e-001,2.2270145e-001,-1.2757128e+000,-1.6897071e+000,1.2669930e+000,2.2108106e-001,-8.7793076e-002,9.1811895e-001,-1.2350243e+000,9.5779589e-001,5.7800466e-001
-1.2160285e+000,-7.1765612e-001,-1.0757119e+000,8.6958880e-001,1.3473521e+000,1.7060589e+000,-3.5890074e-001,1.4197936e+000,-1.2031590e+000,-1.0769909e+000,7.9883073e-001
-4.4517084e-001,-3.7827099e-001,-3.8302626e-001,1.3679481e+000,-1.1933948e+000,1.3004297e+000,4.9315656e-001,7.9421931e-001,7.9999065e-001,-1.1190039e+000,1.1124750e+000
-5.1822032e-001,-1.3803244e+000,1.3772943e+000,2.6403155e-001,1.3682513e+000,-1.1518986e+000,1.1687510e+000,-8.1717373e-001,-7.4379723e-001,5.1187914e-001,6.6209788e-001
8.9288792e-001,1.8241385e-001,1.7343860e+000,-8.3262410e-001,-3.5981661e-001,-1.1728890e+000,-7.7184636e-001,1.2025786e+000,-9.1554028e-001,-1.2748370e+000,-9.4392042e-001
-6.4150476e-001,-1.0892451e+000,1.0433893e+000,1.2532325e+000,-1.2873126e+000,-4.5841147e-001,-1.4277994e+000,1.1915778e+000,-1.5810499e+000,-1.7409753e+000,7.3880412e-001
-2.1280457e-001,3.9588461e-001,-1.4839748e+000,9.3155967e-001,-1.2650533e+000,-1.1261866e+000,1.1900259e+000,-1.4675045e+000,8.8075938e-001,8.4649315e-001,1.0775558e+000
3.3674035e-001,1.4385792e+000,-1.0951034e+000,-8.5745633e-001,1.4335610e+000,-9.3325870e-001,3.7392784e-001,3.5890772e-001,-6.5988865e-003,1.3087902e-001,-1.5703799e+000
1.3427783e+000,1.2383752e+000,-3.8550258e-001,-1.1953333e+000,7.4896975e-001,5.0492327e-001,1.1212597e+000,4.6522700e-001,-1.4883489e+000,-4.1898608e-001,-2.4790920e-001
-5.0679614e-001,-1.2763896e+000,1.3664333e+000,-8.8147204e-001,5.8745339e-001,7.4596575e-001,-1.3867768e+000,-8.4234199e-001,-6.5037386e-002,-9.5844940e-001,2.6251919e-001
5.8432468e-001,6.8711608e-001,3.8127417e-003,-3.4960500e-001,-1.4724849e+000,2.1116772e-001,1.4624926e+000,-7.8407155e-001,-1.2453851e+000,-1.0031360e+000,-2.3028190e+000
3.7503961e-001,8.5665469e-001,-7.2687066e-001,-8.6551226e-001,4.3582267e-001,-1.2599832e+000,1.3271137e+000,8.7024090e-001,-3.6519864e-001,5.8272730e-001,-1.6083566e+000
-1.8469406e+000,-1.7002330e+000,-1.2112485e+000,1.0150875e+000,1.4961562e+000,-4.8664732e-001,2.4004908e-001,1.2729968e-001,1.1473052e-001,3.6371151e-001,6.9336453e-001
7.4093422e-001,5.3114426e-001,1.2324167e+000,1.9789725e-001,-1.7964098e+000,-6.4836663e-001,-3.9846510e-001,-1.3095222e+000,4.8150834e-001,-1.1508672e+000,-1.5111594e+000
-9.9522755e-002,4.9835403e-001,-1.0077064e+000,-2.7954349e-001,1.5590163e-001,-6.3120035e-001,-2.2785138e-001,4.1266713e-001,1.7640491e+000,7.5656338e-001,1.6338166e-002
1.6081047e+000,1.0418213e+000,1.7613448e+000,-4.1416144e-001,1.3614804e+000,-2.9846150e-001,-1.2267294e+000,-5.9413672e-001,-8.5460867e-001,-5.7861337e-001,7.8012753e-001
1.0294805e+000,9.3699296e-001,1.8569329e-001,-9.2317164e-002,-3.8536167e-001,1.2787754e+000,-9.3991924e-001,-3.0667735e-001,-6.0934129e-001,-2.0001251e-001,-1.6397709e+000
1.3750637e+000,1.6788511e+000,-1.7730100e-001,-1.3768741e+000,-5.2054351e-001,-1.3295706e+000,-3.4716608e-001,-2.5254339e-001,1.7461788e+000,-8.7327637e-001,6.2767932e-002
4.2483567e-001,4.1028615e-001,7.1054967e-001,-7.8862834e-001,7.4109673e-001,-1.2992675e-001,1.2212724e+000,9.6574290e-001,1.6300014e-001,1.1476032e+000,-1.0020160e+000
-1.8828368e-001,2.0789015e-001,-1.5339922e+000,3.2860215e-001,1.3679918e-001,1.7301198e+000,5.6056361e-001,-1.2108238e+000,1.4392194e+000,1.2270582e+000,1.1856897e+000
-2.2271594e-001,-1.0962360e+000,1.2738419e+000,-1.1902184e+000,7.9486911e-001,-5.2087095e-001,8.0401421e-001,-2.0575538e-001,1.4425646e+000,-8.5579854e-001,3.6305028e-001
1.9093475e+000,1.6445259e+000,8.9895976e-001,-1.6395636e+000,-3.1509972e-001,1.5972389e+000,1.2007603e+000,-1.0606707e+000,1.4033523e+000,1.2185211e+000,-6.0099732e-001
5.3958189e-001,8.9134417e-001,-8.0297442e-001,6.9329507e-001,5.7498382e-001,-1.5272041e-001,1.4033105e+000,9.4860632e-001,1.7136922e+000,1.1615586e+000,-1.4693848e+000
-9.8754282e-001,-1.6992072e+000,1.1076370e+000,-6.9682772e-001,-1.6370420e+000,8.7437809e-001,3.6289464e-001,1.5952197e+000,8.2325294e-001,-7.5621198e-001,-7.1036070e-001
-1.0314834e+000,-4.7428858e-001,-1.5200045e+000,-1.5889955e+000,-1.5152246e-001,-2.7729096e-002,1.1300128e-001,-2.1824067e-001,-1.1723250e+000,-1.7344837e+000,4.4572364e-001
-9.0968390e-001,-1.3730185e+000,-1.0751097e-001,4.7889856e-001,1.5123581e+000,-8.9287750e-001,1.4786734e+000,-5.2275482e-001,-7.5897643e-001,-1.6291132e+000,3.4810681e-001
-4.3665618e-001,-3.8752657e-001,-6.0515561e-001,-1.7820454e-001,-2.0102314e-001,-1.4285039e+000,4.2038144e-002,-8.4448097e-001,1.6259539e+000,1.6258445e+000,7.7465261e-001
1.4988118e+000,1.3816413e+000,1.2228710e+000,-8.8453583e-002,1.0441299e+000,6.5800324e-001,1.3362040e+000,1.2910344e+000,-8.6040136e-001,2.1511478e-001,1.0032548e+000
-5.8309116e-001,-4.2981883e-001,-1.6249608e-001,-7.3547878e-001,1.1665307e+000,-1.6758739e+000,8.2536802e-001,1.0528349e+000,-1.5297911e+000,-1.3103090e+000,7.3788886e-001
1.3978474e+000,8.9677832e-001,1.6187655e+000,-9.6772542e-002,-1.2666853e+000,-1.2733801e+000,1.7038100e+000,-4.8853267e-001,1.5353241e+000,-1.1495712e+000,-7.8811472e-001
